@rowCount	1660
w	d	t	q
selgre	se+pagre:  passed through:   x1 = pagre2 (passed through), x2 = pagre1 (pass through), x3 = pagre3 (passed to), x4 = pagre4 (passed from)	jbo	QOOMLMQKMMRKPLQQJTNLPMKPPPOOSLPOOQNONMNRPNOONPMOQOMPJOQMMNOONNPOPPOPMSIQMKNPPKNNOQNNONMNQPQRRMSRSLVPNUNMKPPOMMOLQOOSRPTMNMOQNMMOMOSPJPPNJQKLPORONONPROMPQOLLPNOPLRORRQRPMNSONKMRSRMOPMONLQMTPNMPRQMLPPKMOPRLKPRMJSNOOLPOLKLNQMOONSQPNNSKPUNPPMRQOOHPOSOPQQUOOPJOOSNLQONNPRSURRNRMNLQLONRLONMLNRPTMNJLMORNKNMIRNQQOSQNNRUPNNQQQPONNLPNSLNMMNNPKRMNMMKMNKSQQNPUNSNPONKSQPONLLOSPMKPOOMOONLOPQONRRP
tergre	te+pagre:  passed to:   x1 = pagre3 (passed to), x2 = pagre2 (passed through), x3 = pagre1 (pass through), x4 = pagre4 (passed from)	jbo	QQLMMMRLMNSKPNPOHSOMPLKPPPNNTMPQLQLPMNMPQNOOPPLQQMNPKPQNONPONOQNQPOPNSISOKPPRKMPOPNMONMOSPRRPNQPSKSNNSMNLPONMMOKQPNRNNSLONMRNLNOLQQQLOQMLQJMNOQNNPNPQRMOPQLKOONOKRORQQTPNNTPOJMQSSMONMNOMRMRPNMQQPLKROJLPOSLNORLISOPOLPOMMLNPMOOOUSOMNQIQSNPNNROPOHNNRNOOQUOQPKMPTOKTOPORPSSOSPQNNOQLNNSMOPNLMSNQMMLMNQUNJNMIPOMOORPNNRSPLOSQOOONMKONRLONMONRLRNMKMKLMJQOQNPUNSPNPOLTPPOMNLPSPMKOPNPOMMLNOPONTRP
velgre	ve+pagre:  passed from:   x1 = pagre4 (passed from), x2 = pagre2 (passed through), x3 = pagre3 (passed to), x4 = pagre1 (pass through)	jbo	QPMLMMQLLNRMQNORITOMPLKORQQOSMPPMQLONPLPRNOOPRMRSMNOKPPMNMQNONQNPPOQMTKRMKOQRLNNOPNNONMNSOQQONQPTKTPOSNNLQPNLLOLQPNRPORKNNOQNLNOLOQRKQQNLRILNNQPOONPSOMPOPNKONNOLRNSRPSNOLRNNLLRQSMONNNNMRLPPOLPRPLLRPKMNPSLMORMJTOQNMPNKKLNQOOOMUSPNMQKPSLNOOTQNOIOMSPOOQWPNOLOOTOKSOONQRQTOTPOOMOPLNOSLPQOKLROSONLLORTNLNNJOMNPMSQMNRSPNOTQOPOMNKONQLOLLNMPLROMMMKMMJSOPOOWNSPQONLSQPOMNLPQPLJNNNOQMMKMOQOLSQP
selpai	se+pajni:  judgement subject :   x1 = pajni2 (judgement subject ), x2 = pajni1 (judge)	jbo	PTMMMORNOOQHSNORMQPMRRNNNONQSMRQNPNONMNPQMNMOPLPOPOMNSRQIPNKNQOQRMPMJSNPOLLQOLSMMNONPMOMORQOVNTPPQUQLUKOLNNMOLOPQMOUSTTLMNLQNLNOOMQKKQMPIQKNPMNPOOMOQONQOPRMOOOMNOORRRQNKOQOLKLPSRMMSNOOOTMQNQNNSSKKQLKOSOPLMNNOKROOQMMMMNPNRNOOKOLPNJQKOPLMPPQRMQKQSSOQNPWNOQKJMROLQKNOLQQSQPNSOJKRLPOOKOPPQOORROMMLOOMMLPMLTOPQPPOOPSQNOORQOMOOINQQPNLLLOQPJQNNQNMPMMQRPQQQPQRNNPMQSRPMONRRPPMPJPJPMLOPQPOPRQN
selpalci	se+palci:  evil standard:   x1 = palci2 (evil standard), x2 = palci1 (evil)	jbo	QQONMLNNPNSKQPPNLRPQSPLNPQMRSKPPTPOMRNPMNMNPJPNPRQOOKQRPLRPNNPOPPMNMJSIOOKMRPKQNOPQSRRNMQPQMWPSPRRPRLRNPONOMQLOLOJOSPQQMRMORKLNONRPMKOLQHOKLPRNOQNPNQPPOPQPNSOOMOQRPQPPOMROMRKNPQOKPRROKNPMROPONOQMMQPNPMQNLLNONJPOMOKOKNMNKNOMOLQMQJMSMOROORMSQPQKPOPLNQRSOLQLPNROPMMPMNRSUQNNSPKMNKMNONQKOPOOPRMLPLMPOKMLKNQPUOPRQNPRWMPMQQSTOMJNNNRKKMOMPLKPPPRLLOOONPMLNQPSPPJLOMSRPSNNOPPQKPJSPOPOONSQQPRRM
selpalku	se+palku:  pants material:   x1 = palku2 (pants material), x2 = palku1 (pants)	jbo	OQPPNMVONPQMQPRPNRMNSOPNQNNPSLPSQQMPQLMPPKNMQPNPQQPOKTRPNPQMOROQSKMPKUNQNMIOQLMNLOOQMRMMLMOOUPNPRLQQLPSOMKMNQONKPOMRPSTOPMOPLJMONPQPLNLNJQKNOSOPOOPONPOPOLRLOOPPPSNNRPNPNMRNPLRQPQLRSNMKPNNPOMOMOONOROLOQRRKKNOPJOMMOPQNPKKMPMNOMRNRRKTMNRQOOJRTNOJONKMONQSPKRLMKSOLNNNLPNSUQIMQNLNSMMORLPLRQNRRQOOOKMRNOMMJMSOPPMQPNQPXONNSQTQOKLOONRLMNONRMPPOORLKQOORNNLORQONLNNNPOQPPJPPUNPKLLSLPNPNLSRQNOPM
selpalne	se+palne:  tray contents :   x1 = palne2 (tray contents ), x2 = palne1 (tray), x3 = palne3 (tray material)	jbo	NQOOMMUNPOQJPNQNLQPOSPNOPQOPSMRPRQOPPMQRQNMKPNLMPQNNKOQPPPRMQMQNRMKPNTLQRNNLQLPMMROQMQLPMMPPONMPRNRQMSPPJMMKPONLONMSROTMRLOSJMOOLNPRMONOKNKLLPNMNRMLPMOQQPOLQNSQQQOPNQQQLOTMOKPQSMOQRNLMMRPOQNPMQSOPPPNNPNPMLNJLKNOKOLTMRMJLMMLOONNMNLRMPSOOPKOXMQLLMOMQNPSOQNNMNTONQONLPOPUROPQKONMMNNSLRMKPNOQTLMNMNSQMLLNMPMPMNTRMPSWNMMQTSQOMKNNMPNNMNMNMKPPNRNKOQQRPOLNRNRMRPPONROOQKNOSQNMRPQLPMLOMSVPMSTN
terpalne	te+palne:  tray material:   x1 = palne3 (tray material), x2 = palne2 (tray contents ), x3 = palne1 (tray)	jbo	MRNNMMUOOPQJOPPLKQPQSONOQQPOTOQPNPLOOOOQQONKROMOONPNLPQQRPROQNQMSNKONUMRTMQLTMPNMQNOMPLROMPRMNLNQMPOMQNPKNMKPPNLOOLSNNSLRLNRJMPOJQOTOOOOMMKMKONLNRLNOPOPQQOKQNSPOROPMPTPMPVNOJOQRMPQPOMNPROMRMROORMPROMOQNQOPMLKJOOKLLRMRNJLLNLONPPLMKPKRQQOOLNULOMJMOLQLPRNSOMJPTONTNNLRNPSOPROLOPNMNNTMPOMQMSOQMMNPNTUNKMMMNMLKMSRMOTUNMNTSQQOMKMLLNNNMLMNNKPQMPMKNPPPMQLORNQNRRQQNROPPMNPTSNNQPPOPMMNKQVOMRTN
selpalta	se+palta:  plate material:   x1 = palta2 (plate material), x2 = palta1 (plate)	jbo	NQPONKTPNNSHNRRLNNORTQNORSNOTMPQPONOPOONNMQNQPOOOPNNJOTQNQPNQNNPSMOMJTPPQMNOTKOMLRNPMTLOKNRRRNNPPORRORMPIMNOONOLLNJPQPSNQKNRKKNONQQOMMMQJOKNOQNONOOOPPQQNPQKOOPOPROPMPNPNPROQIQQRPNPRQNPOQMOPMONOSMNONONORQMKPNQFQNKJQTMQOKLOLMOLOMNOKTNPRQPNJMTOPJNNQNQPPQNPQKLOQMPPNMONSSVONPRKPONOMPSNPLPRMPPUKOLLQRRMMMKNRNOPORSRNQUOPMQRRTONJMKLONLOLOPNLNPPRLKPNOPNNLNQNMMSNQPPPNOPLMPVQONMMSONOMOORUPPSSL
selpambe	se+pambe:  pumped:   x1 = pambe2 (pumped), x2 = pambe1 (inject), x3 = pambe3 (pumped into), x4 = pambe4 (pumped from), x5 = pambe5 (pumping means)	jbo	MNMLKLRMNLQJQNORMSMLUMOQPQNMPLOQNKMONPMQOJQQOPNOSLPMKQQLJMPOOSPRTNPOLSJMRMMRQOSMNOPPNRPMOPLPNOPNMORRPUPMMMMSMQNMONOTOOOMONOPOOOONNTQISMNJQKOMONLNPNNRUJMORONPPPMMMPKVOOONNQPPNPPSNOPQONNNSMPMNMKORNNRRJPORRNRPLPMNNQPQMMKMNPQKMOOQNRQPQMNNOOTNNPLQLSQTROQSRPOPNKMQHLPQJNLPPRLQPPPPMNKPMNQLOQNLUNQONRLOROOOROKMPPKRQRNOTSRRNSPOQOOMQONQINOLPRMOROPQMIMNNQRONOSMQOPKJSKRNQMKNPNQQLMOPMNOONLNTPKPRN
terpambe	te+pambe:  pumped into:   x1 = pambe3 (pumped into), x2 = pambe2 (pumped), x3 = pambe1 (inject), x4 = pambe4 (pumped from), x5 = pambe5 (pumping means)	jbo	MOLLKLRNNMRKRONPLQNLUMOOPQMLPMNRKKLOMQMPOJRQPPNPRKQNKSPLLMOOPTPRTOOPLRKNRLOQROSMONNNNRPNQPMQMPNLMPQQPSNMNMOSMQNMPNNSLONMOONPPOPOMOSRKTMMLQLOKOMKNPNNRWILOSNNOPPMKMRKUOQPOMQPPNPPSMOOPONOOSNONOMLNQNMTRJPPPSOUOMPMNOQPQLMLNNPPKNOPSPQQPOLONPOSNNOMPLRPSQOPSQPQPNINRGLRRLOOOOQKRRNPQPNKOMMSKOQOLVLONMRNNRQONROKLPOJRPQNOTQSPNUPOQONMQONPKOOKPQNOSONNMIMNMNPQNPSMPONLKSLQMQMLNPMQQMMOOONNPMLNTPLRRM
velpambe	ve+pambe:  pumped from:   x1 = pambe4 (pumped from), x2 = pambe2 (pumped), x3 = pambe3 (pumped into), x4 = pambe1 (inject), x5 = pambe5 (pumping means)	jbo	NNLKMMQNNMQKQNNRMSNLUMOOQRNLPLNQLKLOMRMPPJRPPQNQSKQMKRPLKLPOORPQSNOPLSLMQLNRRPSMNNPONROMPOLOMPOLNORRQSPMNNNRLPMMPOOSMONLNNOPONOOMMSSITNNKPKOKOMLPPNNSUJMORPNOPPMMMPLUOOOPMPOPPPPQOPOOPNNNTMNMOMLOQMNSRKPORROTOMPLPNROQLLKMNOQMMOORPRSPQMNNNNSOOPLPLRPUSNOSRQOPOKMRHMPQKONQNRJQRMQPNMKPNLRMPQNLTMQONRLPSQNPRPLLONKQQRNNTQRROUPORONMQONPJPNKPQMOSOOQMIMNMOPOOOTMQOPLJRLQNQMMNPLQPLLNONPNOMLNTOKQQN
xelpambe	xe+pambe:  pumping means:   x1 = pambe5 (pumping means), x2 = pambe2 (pumped), x3 = pambe3 (pumped into), x4 = pambe4 (pumped from), x5 = pambe1 (inject)	jbo	MMMKJLRONLQJROORLRLMVNNPPQOKPMORLKMPNPMOQKQPOPOOSKQLKQQLLLOPOTQSRMPOKQJLQMNRQOSMNOQOPQQNQPLPNPPKOPPROTNNMLNQKQLLPNNTOOMMNLPQPOOOLOSQISNOMPLOLOMLOQMNSTKMNRPMPOOKLNNLTNOPNMQMQNONRMPPOPOONSMOMOMLORNMRRKNPRRNSOLOMPOROQMNKMNPPLMOPSPQRQPMONNNTNMOMOLRQURNQRQQQPNLNRILORJPLOOSKRQNRQNOKNLMSLOQOLWLONNRMNRONPRPKLQNLRPQOOTQRPOUQOQOOLROMOIPOKOQMPRPOPMIMNMOPOPQRNQPPMKTMRMPMKNPNRRLMOOOOMNNKNUPLPSN
selpanci	se+panci:  odorous:   x1 = panci2 (odorous), x2 = panci1 (odor), x3 = panci3 (smell odor)	jbo	QOPNPLTOPLSIQPOOKRNNSRNNOQPOOLPQRNPNOMONOLQMMPOOQQOOIQTMLLOMNOPOSMNMMTKONMNVPMRKNQOSOPNNNOQPSMPOPQQPOTNOJMNNNMPJPJMTQQSMPKOQLJMOMTPMKONNHQJPNRPOSMNMQQNQPLNNPOTOMPQOQRNQMOPPQLMRTPLOSQLOOONQNRONNPMMPQMNQPOLKNPMLMOOKNOQLNNNQMKOORNPKNTNPQPOPLPTPRLPNONOOTUNMQKQPRNNQMMMNRUVSNMROONPLMOSMNJONLRORLKNOLOOMKLLKQORNORPMNPUPOORRPROOIPNPQLLPMNQMKQQOOLLNPMQRLMOOOONOMNNOOPMPLKOSOQMMKPOOQNNOSRPPSRL
terpanci	te+panci:  smell odor:   x1 = panci3 (smell odor), x2 = panci2 (odorous), x3 = panci1 (odor)	jbo	OQOORLTPQLSIRROMIROOTRNNOQPNOMPSNNMMNNOMNMQMNRMPQOPOJQTNMLOMOOQOTNMNMTLPPNPVQNQLNPNSPPOOONQQQNMLPQNPORNOKNONMPOJPIMTNOSLQLNQMJNOKUNPNNOMKQIRKQONRNNNPTNPQMMNOOTOLPQNQQQRMORQPKLSSOMOQQLPPPONNRPOMOLLRQONSOQMNMPLLMQQKNNQMONNQMLOOTQNJNRKRPPNOMPRQPLNMOKOLTTNOOKOQSPMTLNNPPTTQOPPPNRPLLORPMMPOKSMOMJOPLOQNJKMJPQPMMROMOOSPMOURNQOOHONOQMMQLORNJRSNLLKNQLNPNLPNNPOLNPOONOMPNKQSOQMMLNQPPOMNRQQPTRM
selpandi	se+pandi:  punctuated:   x1 = pandi2 (punctuated), x2 = pandi1 (punctuate), x3 = pandi3 (punctuation), x4 = pandi4 (punctuation effect)	jbo	SQRMNPRMQLSKOMQOKROLSQMOOQONOPNOROOLQQOPPMSNONNOMRNOKPRPMNRLNPNOTNQOLVLONKKUOOQNNOPQNNOLLPQPSMMOQNTPOSLNIOMOLNQLPLPTNNUOPJLRMKPONPQPMOKPGONNPNOPRMOPOONQRNOLQOPOOMQRQPQRKNPOPMPRSTMOSMOOOONROPMNPRNMQRKLPQOKJPNMMOPONLQSLJPPSQOONRKPNMSNQOQNPNNRPOKPQMOLQQRMMQINQPLNOKMNORUUSNKUOQKPMMNQNLLMLOSPUKNKKKQOKMLMMTKQOOSPIRNVQPNPSPPONMOQPQOLQJNRNJNQOMLMLOLQOPMOQMOMPNLOOSQPNLNORNNLMMMNONPORQOPOSON
terpandi	te+pandi:  punctuation:   x1 = pandi3 (punctuation), x2 = pandi2 (punctuated), x3 = pandi1 (punctuate), x4 = pandi4 (punctuation effect)	jbo	SSQMOPSOQNTJPOQMJRNMSQMOORNNNQMQONNKORNOQMTMPONOMPMOLQSPNNRMOQPOVOPPLULQNKMTQOQONNOPNOOMMOQQQMJMPLSOOQLNIPNNLPQLPKOTKMTNOKKRMJQOMSPROOLOJNNOPMOORMOPNRMQRONLPOPONMQRPPSSLNQQOLPRSSNNRNOPOOPPOONOPQNLRRJLRPPLMPNNMOQONLQRMLPPRQOOOTLPMMRLRMRNONMQQOKNOMMMPQQLOPJLQRLNPKNNQQVTQNNTPRNPMLNQPKMMMNUORKLMLJPPLKLMLSLPMPSPISOTRNNRTNPOOLNQOPPMRJORNJORNKLMLNLPMRMNPMOMNNMPPRQONLMPQOPKNMMPNNONRQNNOTPN
velpandi	ve+pandi:  punctuation effect:   x1 = pandi4 (punctuation effect), x2 = pandi2 (punctuated), x3 = pandi3 (punctuation), x4 = pandi1 (punctuate)	jbo	SQQKPOQOQNRLPNPOKTOMUPNNQTPNOPMPQNLJPTMMQMTMPPMQNQOMLPQPLNRLNPPOVNPPLUNOLKKUPQRMOMPRNOOLLPQOPMKMPMSOPQMNIPNNLNQMPLNTNNTLNJKQNIPOLPPROPMPIOMNPNNQSMONPPNRQOQLOOQOOMOSQORRLMPOONPRRTOOQPPOPPNOMPMNPQMMRRLNPRPMKPOOMPQOMMPQKKROSTOOLSLQNLSMRLQMONORPOKNOMPMOQSMKOKOPRMNOKNNPRUTPONQQPMPMMPPNLMOLNSPSMNNLLSPKNKMNRKQMOSPHRNUQPNTROROOKNQOOONOIMRLJOROMLMLOLPLPNNRLPNPNMPOSSPNMMPPOOJLLNPOMOMPROONSNO
selpanka	se+panka:  maintain park:   x1 = panka2 (maintain park), x2 = panka1 (park), x3 = panka3 (park purpose )	jbo	RPNNOOTNOMOHONSQLQMLPMNPMRLPOMOQPROSKMOQPNPKNTKKQQPONNTPNNNMRNPQQJKPLRMQMKKSNORJOPMQQNPNOPOSVNMROKORPTPNLLKOPRQKQNMUPQVLRLOPNMPONLNQMMMOHPMPMMNPQOLOQQNQRNNMPPQOMQONQPNOMLPOQJPSPQNNONNMMPOPORKPRQROQPOLNSNIJQLROPNONLSNLOKQROMOPNNOMOSGMPJPRMPOQQHQOPNSQQROLQKMMPNLPLKQPOQUQNMVMOMNIMQSNNMNOLRURMNOKMNPNKMPNSRQOOTPNPOTOQNQQQMONOONONONPOLRONONPQMPNLNQONMNUOPMQOPNPQPNNLMOQQPKMILLPPQMQRRPLROO
terpanka	te+panka:  park purpose :   x1 = panka3 (park purpose ), x2 = panka2 (maintain park), x3 = panka1 (park)	jbo	RSMMPPUOQNPHOPTPKQMMQMMONRLPPNMQNQLQIONQPNRLQTKMQOPONPTPNNPMRNPOQJJPLSNROKMSQORKOOLQQOPPQPOTSOMPPJNQPSPOKMMMORQJQNKTMOVLRKNRLMPOMOLQOMNNJQMPLMOOPOJOPTMPRNMKOPPNLQPMROPPNLRPQJPRNPNOONMNOROPOQLQPPQNTPOLPRPKNPMPNQPOLMQOLOKQQOMOPPPMMORFOPKPPMPNPQHOOPLRNRRONQJKOROMSLMPQNRTPOOUOOOOINPSOKNOOLSTPNMOMLOSOJLPMSROMOTPMQORONOSRQMOMNNMNNOMPMMRPNPPPOLPNLMOMNKNTOONPQROPOPNOMLPQPPKLJLNOOPMPPPOLSPO
selpa'o	se+panlo:  sliced:   x1 = panlo2 (sliced), x2 = panlo1 (slice)	jbo	PROPLLSNMNSJPPPOLQLKROMQSONOONRPRPPLONNMQLQLOPNOQRLPIPURNNPMMNNORKOQJTMQQNMPOMPQLQNQNNMPNNQPSOONRNQPMRQNKONNONRMNMOSRPTMOLNTLMQOLPRPLMOPIPKORRPNPNLNOROPNLMIOQPPONPRQQNQNOQPOKNSQQONSPNPQRPQOQLPNQQNNQKMOPOKNLOMNRRJMOOPNMLMRKMOMQNQKLTKNPJNQMQQNPKNMNRPPPUQPNLLNONQMOOMLQSUQOQUNOMSLOMPJLLLLOTQVNMMIOPPNJJNIRMRPNSQLNQVPONOSRPOOLORNSLNPNMQNMOPSPNNNLRROMJPVMNNQQPMORPMOLOPQPPLONOPOONMPPRQLQPP
selpanpi	se+panpi:  at peace with:   x1 = panpi2 (at peace with), x2 = panpi1 (peace)	jbo	ORONNNTMPMQITMRPLPNOPONQPRNNOOOPPSNNROOKRNQKORMMOQKPKQTQMOONLOQRSLPOJSLQPNKQMNSLNPMSPONOROOSWOQMQNNQNSNMKNMJOOPJQLQVQRTKNIMQMKNONQPQLPNOGOLPNPNPQOMNQOLQPNOLQPQQOPOQOPORKPPNRJMQQNLOQONNNRNSONKOQSOOOPONPRPJMPPOMQMNMKQOJONOTOKOMOJRLMUJPQONQOQPRQKQPOLPPQTONPLMLPPLOMMONORURMNSMMOONLPPKNLMOOPSQMLOJOPLLLMNLQPSPNROLRPUOOLPPNNOOJPPNRNLOOLPPLPQRMMLMLNPOPLMPPOLOOONPQSOPONOTTSJMLOPPOMPQRRSQQPQ
selpanra	se+panra:  paralleled:   x1 = panra2 (paralleled), x2 = panra1 (parallel), x3 = panra3 (parallelism property), x4 = panra4 (parallelism standard)	jbo	PQMKLMNNOORJPMQNISMNPMLQPROMONQONOMLPOMPPOQMNOOLROMQJOSONOPOPNOQSNNOKRMOPMORTOPMLOMRPNNNPNSRRMQQPMRQQRQQKNROKMQMQOOQPOUMPLRROMLOLSSMKNOQGRKQORKNSNMNQNNSQLNJNOQPPOOQRPOQMORMOKNQSPNOPNQPLRQTLPJOOPNMQQLLMRRLKNNNJSPMLNRQMLMOSNNOLNLROMSJNQSMOOQQQPMPPPOMQNPNNOJMNQNNMMNNMRSURPNSNPLPPNSPOMLNPJRQWOOMLNOPLMKKLRPSQPSOKRRURPLRQPQONKNROPLJOKNOPMPOROMMOPMTONNNTMMLQMOMRTRNNLPOURNMLKMPRQMLOPROMONN
terpanra	te+panra:  parallelism property:   x1 = panra3 (parallelism property), x2 = panra2 (paralleled), x3 = panra1 (parallel), x4 = panra4 (parallelism standard)	jbo	NRLKMMONPPRJQOQLHSMOPMMQOSNLPPPQKNLKPQMQQORMPQOMPMMPJPTOOPQOROOQTNNOLQNPQNPSVOONJNMQPOMOQNSSQOOOPLPPQOQRLNRNKOQMQMMPKNVLQLQROMMOKUQOMMNOJQKQNQJORNMOPQNSPMNJMOROPONPQORSMNRNOJNPQONONNQQMSQSLQKOMOMMSQLMORSMMMOOISPNKOQQNNNNQNNOMOMPNLPIOPTMMOQPRNNMPOMMNLNNPNKLNRNNOMOOOQTSPQQQOPOORMSQPLNOQISOUOONNNNQLKKLLQQPOPSOKRRSSOMUQNPOMJMQNOMKOKOPPNPPPLMMOOMQNPNNSNLMPNQNRSQNNMPPUSNNKKLRRQMKNPPNMPON
velpanra	ve+panra:  parallelism standard:   x1 = panra4 (parallelism standard), x2 = panra2 (paralleled), x3 = panra3 (parallelism property), x4 = panra1 (parallel)	jbo	OQLIMMMOOPQKQNPNISNOQMMQQSPLOOQPNMLKORLPQNQMORNORNNOIPSNNNQOPNOPTMNPKRNPONOSUPPMKNNRPNMOQNRRPNPPQLQQRPRQLPRNKMPMQNNPNNTKPLQQNMLOKSQOLOOQIRKPNQJPTNMNRONSPMQJMOROQPMRROQQNMRLOLMQQPOONPRPLSPRLRJONPMMRQLMMSRMMMONJUPOKOQPMMNNSPNOLPMROLRJOORKNPSQPOMNOPPMOMPNMMLMNRONMMNNNRRTPQPOPNNNQNUPOMNOPIRPVPOOLOPQLNKMLPPQOOSOJQRSRPMUQNROMKMRNOLLNKNNOMPPROMMOPMRNOONUMMMRMONRTSNNMPOSRNLJJLQSPMLNPQOMPNO
selpante	se+pante:  object of protest:   x1 = pante2 (object of protest), x2 = pante1 (protest), x3 = pante3 (receive protest), x4 = pante4 (complaint)	jbo	RQOLQPWPQPPIQMSPKQMKPPMRNPPNPOQQOQOMPLOOPNQKPQNOQPONLMSNOMQMPNQRRLOQMUMQQMMQNOSKNPPQONOQONNTTPLNRMQSOTQOJKLMMOOKPMNQQOSOSMKQLMNOOOQQNMOPIRKNSPMOPLKOOPMTPOMMMOQQPOQNSNNPNMQPQKPPTPNPSNMOJQQPNOMOPSNMPPOPMQOKLMNNNOOMMMSOMOMOPOLONQLQNNSKPSOJQMQPOOLPOOOLOPSNPOMNMRMMRNLMNPTWRNMTONMNNMPRKILNNMQQWLJMMMPOKJMNKSOQPMSOKPPVOONPTPOOMLNPNSNKONMONLNRONLNOMLQRPMPROLMOMPPQQPLOMLOSONKNJOKOQNNRQRSMQNP
terpante	te+pante:  receive protest:   x1 = pante3 (receive protest), x2 = pante2 (object of protest), x3 = pante1 (protest), x4 = pante4 (complaint)	jbo	QSNLQQYPQPPJQPRNLRNKQOMRNPNMQOORLQMLNONOQNRJRQOPPNPNMOSNPLQNPNPQSMORNUNSSMPQPORMMOOQPOOSQMNURQJKQKORPRPOLLMMMQOKPMLRMNRNSMKPLMPOMROSPMONLPJOQQLOPNKONTLSPOLMLPQPOOPMSNQPNMQPRKPOSPOPPOMPLQSOOPMOORMKSPOOOPPLOMOLNOPOLNROMPMOOPLONTMPMMRJRQOJONQNPOMONNMLLQRNRONLMSNMUNNNPOTVPNORPNONNMORMHNPOLRPUMJNNNQQLINOJROONMSNKQPTPMORVNPOMLNOLRNLPMMNOLOSMLKMMMMNOQNPQNLMNOQQPQPMOMLPSPNKNJNMOQNNQOSRMRNP
velpante	ve+pante:  complaint:   x1 = pante4 (complaint), x2 = pante2 (object of protest), x3 = pante3 (receive protest), x4 = pante1 (protest)	jbo	QRNKQQWQQPOKQOQPLRNKQPNRNQPMPOPRMQLLNOMNRNRJRSOQROPMMNRMOLQNQMQQSMOSLVPRRMMROPRLMNPRPMNROMNUSQJLRLPSQRPNLMLLLONLPMNQONQLSNKOLLOONOOSPNPPKPIOROLQPNJNPRMTONPMMOQPQOPOSNPONLQOQMOOSQOOQQLOLQRMNPLNPRMMROPPMQOMNMNMNOOOLNSMMOMPQRMONSMQNNRKRPNIOORNOOMNNOOKKPTMQNONMSNMTMMNOPRVPOOOQMNNNOPQLINPNLQPVNKNNOQQLJOOJQMPOLTOJOQUPPPSVMQOMLNOMROMNMMOMKOSNNLNONLPNPNOROLMPNQPPQQKNNLOTPNJMJNLPQMNPPQRMQNR
selpanzi	se+panzi:  offspring parent:   x1 = panzi2 (offspring parent), x2 = panzi1 (offspring)	jbo	OPOPNNRNPOUIQNQRMPNKRNPOPRNPRNRQPPMNQOPPSOPLPQNOMSMMMRVRLLNNNPLNQMRNNSNRNPLRSMPKKOPNOOPMNROOUPPOQLOOPTOQJKMNLMPKQQMQRQTMQNNQLIKOLQOQKPNPFQIMOOQPNOPQNULMQNPKOPPONOONRMNQLNQQQJOPQQMOROLSMSNSQLLNPQOMSOMMMPPJNMOMMRPMMLPRKNNMRLPOMMMOMKSKNPOOSKOPOONPOQOPQQRSPQLNOPONOOLLNQTUSPPSOOKQMNPPNLOOONPRPLKPMNPPOIMNISPNPNSOKJRUPNONPLPONKPNPQMNNNIQQNPPPPNNMOOTNNNNUNNNQPOMNRRNPLOOTOQLMLOMNLNMNQRSPSTO
selpapri	se+papri:  bound pages:   x1 = papri2 (bound pages), x2 = papri1 (page)	jbo	NQOLMNNOKNSNSMOOLRNPRQNONOLPTMSONRTPMMRNSNMNONLSRONNKNNPMMKNMOQPPPONKSJPOOOLNKMKNOOPQKPLSPPNTPPQOOROMSQONKOKONROOLNQRQTIMNMRMJIOPNPRMSOLIRJMPORQPQQNROOOTOINOMPPNPONQOPOIPQLOIJRSNLPPOOLMTRTMOONQPNONNLLQPQMLOPPOPMNQJQNNKLORLPOPMPPMMRJMSMPPNQTQPKQORPOQOTQJOKNLPMNLNOPORTQNPQQMMMRPMONJSNJOPMTQNMLMPMPRLOQMSSQOQPNMRNTOLOQSQOOMMPORPONMPPOQKPMPPNJNOPTSNOKQMSNNOTMRQNOONNPTRRNRMOORNMMQRPQMQPN
selparbi	se+parbi:  in ratio:   x1 = parbi2 (in ratio), x2 = parbi1 (ratio), x3 = parbi3 (ratio reference )	jbo	OOJONLMMMKSIRNRQMSNNONLRQOONQNPRUMMMMOOPNPOONQNQQQNQIRSMKONJPPPMRNONJRKPOKNROMQPLORSMMQMPPSSRLRRONUNQSOLIOPQQOOLPPOOTPTNQPNSONKOKPPOIQNQIPJPQLNMLQOKPMMPPOPMPNRONNOOSRPPMNOLQMQSROLMQNSPLTMTNOONOQMOMQLNORNJNNNQHORNJLSPLNOLPOQOMPMNPMRLRRNNMNNRNQKPRPQNMQQOORIJPPLLLMPNOPSSTOSQOOOOOPPQNPLPONQPQNORNPQRPOLLLSPPPRQPMMRTPPKORQSOLKNOQTMNNOONNORNRLNJMOOPRPKMQNQNQJOQQRQPLMMMTPMONJPMNOOLMPPPOSRN
terparbi	te+parbi:  ratio reference :   x1 = parbi3 (ratio reference ), x2 = parbi2 (in ratio), x3 = parbi1 (ratio)	jbo	NOIOOLMNMLTIRPROLRPPNOLRQPONROOSRMLMLOOONPNOOQNQPPOQJTSNMQNJQPQLSOONKRJQQKORQMQQLNRRLNQMPPTTPMQPNLTMQPOMJPPQQPPLPQMOQOTNPRLSPMLOJRNPJPMPKPJOPLMLLQOLOQLOPQQKPNRNNNOOSRRPNNPMRKQRQNMMONRPMUNROOPNOPLNNPLMQQPJQNNPGOSOJLRONQOLPPQOORNMPMPJSQONKNNROQLNQNQNKQQOQRIIQQMLLMROQNRRRPUOPOQOPOPQOONQPMRNONOSPOQTPNMMLRPMORPOMMQSPNKPSOTOLJMOQSNOOOONOOSNQJMJLNONPQJLPMPOOKPQQQQPLOMNSONOMJNONOPLMOPOOTRM
