@rowCount	6194
juventute	youth, boyhood, girlhood	en
juventute aurate	jeunesse dorée, gilded youth	en
juxta	near, near by, near to, next to	en
juxta su lecto	next to his bed	en
juxtaponer	to juxtapose	en
juxtaposition	juxtaposition	en
kaiser	kaiser	en
kaleidophonio	kaleidophone	en
kaleidoscopic	kaleidoscopic	en
kaleidoscopio	kaleidoscope	en
kalium	potassium, kalium	en
kanguru	kangaroo	en
kaolin	kaolin	en
kaolinic	kaolinic	en
kaolinisar	to kaolinize	en
kapok	kapok	en
karma	karma	en
kasher	kosher	en
kasherar	to make or pronounce kosher	en
kayak	kayak	en
Kb	kilobyte	en
kebab	kebab	en
kefir	kefir	en
kendo	kendo	en
Kenya	Kenya	en
kenyan	Kenyan	en
kenyano	Kenyan (person)	en
kepi	kepi	en
kerosen	kerosene, paraffin oil	en
khaki	khaki	en
khedive	khedive	en
kilo	kilo, kilogram	en
kilocyclo	kilocycle	en
kilogramma	kilogram	en
kilogrammetro	kilogrammeter	en
kilolitro	kiloliter	en
kilometric	kilometric	en
kilometro	kilometer	en
kilowatt	kilowatt	en
kimono	kimono	en
kiosque	kiosk, newsstand	en
kirschwasser	kirschwasser	en
kleptomania	kleptomania	en
kleptomano	kleptomaniac	en
knut	knout	en
Koblenz	Coblenz	en
kodak	kodak, small camera	en
Kominform	Cominform	en
Komintern	Comintern	en
kopeka	kopeck	en
Koran	Koran	en
kremlin	kremlin	en
krypton	krypton	en
kümmel	kümmel	en
Kuomintang	Kuomintang	en
Kyrie eleison	Kyrie eleison	en
la	la, (the note) A	en
laber	to fall, droop, slide down	en
labial	labial	en
labialisar	to labialize	en
labiate	labiate	en
labiates	labiates	en
labile	labile, unstable	en
labio	lip	en
labio leporin	harelip	en
labiodental	labiodental	en
labor	work, toil, labor	en
labor acceptabile	acceptable work, satisfactory work	en
labor ingrate	thankless job	en
labor manual	manual labor	en
labor non-finite	unfinished work	en
laborar	to work, labor, toil	en
laborar le campo	to work or till the land, soil	en
laborar le ferro	to work iron	en
laborar le pasta	to work or knead dough	en
laborar le terra	to work or till the land, soil	en
laborator	worker, workman, farmer, farm worker, farm hand	en
laboratorial	laboratory	en
laboratorio	laboratory	en
laboriose	laborious, hard-working, industrious	en
laboriositate	laboriousness	en
Labrador	Labrador	en
labradorite	labradorite	en
labyrinthic	labyrinthine, labyrinthic	en
labyrintho	labyrinth, maze	en
lacai	lackey, footman, valet	en
lacca	lac, lacquer	en
laccar	to lacquer	en
Lacedemone	Lacedaemon, Sparta	en
lacedemonie	lacedaemonian	en
lacedemonio	Lacedaemonian	en
lacerar	to tear (to pieces), lacerate, mangle	en
laceration	laceration	en
lacerta	lizard	en
laco	lake	en
Laco de Constantia	Lake of Constance	en
Laconia	Laconia	en
laconic	Laconian, laconic	en
laconismo	laconism	en
lacono	Laconian	en
lacrima	tear	en
lacrimabile	worthy of tears, lamentable	en
lacrimal	lachrymal	en
lacrimar	to weep, shed tears	en
lacrimation	lachrymation	en
lacrimatori	lachrymatory	en
lacrimatorio	tear bottle, lachrymatory	en
lacrimogene	tear-provoking, lachrymatory	en
lacrimose	lachrymose	en
lactar	to suckle, nurse	en
lactari	giving milk	en
lactation	lactation	en
lactato	lactate	en
lacte	mile; milk, milt (of fish)	en
lacte de butyro	buttermilk	en
lacte de calce	whitewash	en
lactee	milky	en
lactera	milkmaid	en
lacteria	dairy	en
lactero	milkman	en
lactescente	lactescent, having a milky look	en
lactescentia	lactescence	en
lactescer	to become milky, lactesce	en
lactic	lactic	en
lactifere	lactiferous	en
lactoso	lactose	en
lactuca	lettuce	en
lactuca roman	romaine lettuce	en
lactucario	lactucarium	en
lacuna	lacuna	en
lacunose	lacunose	en
lacustre	lacustrine	en
Lady	Lady	en
laguna	lagoon	en
laic	lay, laic, laical	en
laicisar	to laicize	en
laicisation	laicization	en
laico	layman, laic	en
lama	lama	en
lambda	lambda	en
lambdacismo	lambdacism	en
lambente	lambent	en
lamber	to lick, lap (up)	en
lamella	thin plate, lamella	en
lamellibranchio	lamellibranch	en
lamellibranchios	Lamellibranchia	en
lamentabile	lamentable, mournful, doleful	en
lamentar	to lament, wail, bewail	en
lamentation	lamentation	en
lamentator	lamenter	en
lamento	lament, lamentation	en
lamentose	plaintive, querulous, lamentable	en
lamina	lamina, blade	en
laminar	to laminate	en
lamination	lamination	en
laminatorio	rolling mill, flatting mill	en
lampa	lamp	en
lampa de arco	arc-light	en
lampa de incandescentia	incandescent lamp	en
lampa de tasca	flashlight	en
lampa votive	votive lamp	en
lampada	lamp	en
lampadario	lampadary, candelabrum	en
lampadero	lamp-maker	en
lampion	lampion, Chinese lantern	en
lampista	lamp-maker or lamp seller, lamp-lighter, lampman	en
lampisteria	lamp shop	en
lampreda	lamprey	en
lampyride	glowworm	en
lana	wool	en
lana de ligno	excelsior	en
lancea	lance, spear	en
lanceaflammas	flame thrower	en
lanceamento	hurling, flinging, launching	en
lancear	to hurl, fling, launch, set afloat, start, set going	en
lanceola	lanceolate leaf, petal	en
lanceolate	lanceolate	en
lancero	lancer	en
lancetta	lancet	en
lancettada	(action or result of) lancing	en
lancettar	to lance	en
lancha	launch	en
lancha de salvamento	lifeboat	en
landa	moor, moorland	en
Landas	Landes	en
landau	a type of carriage	en
Landau	Landau	en
laneria	manufacture of wool, woolen goods	en
lanero	woolen draper	en
languer	to languish, become or continue to be languid	en
languer in prision	to languish in prison	en
languide	languid	en
languimento	languishment	en
languor	languor, state of bodily or mental weariness	en
languorose	languorous	en
lanifere	wool-bearing, laniferous	en
lanolina	lanolin	en
lanose	wooly	en
lanositate	wooliness	en
lanterna	lantern	en
lanterna magic	magic lantern	en
lanugine	down, downy hairs	en
lanuginose	downy, lanuginous	en
lapidar	to stone, lapidate	en
lapidari	lapidary	en
lapidario	lapidary	en
lapidation	stoning, lapidation	en
lapidator	stoner, lapidator	en
lapide	stone	en
lapide de milia	milestone	en
lapidee	stone, stony, lapideous	en
lapidescente	lapidescent	en
lapidescentia	lapidescence	en
lapidicole	lapidicolous	en
lapidific	lapidific	en
lapidificar	to petrify, lapidify	en
lapidification	lapidification, petrifaction, petrification	en
lapidose	stony, lapidous	en
lapilli	lapilli	en
lapillo	lapillo, lapillus	en
lapislazuli	lapis lazuli	en
lapso	lapse	en
lapsus	slip, error	en
lapsus calami	lapsus calami, slip of the pen	en
lapsus linguae	lapsus linguae, slip of the tongue	en
lardacee	lardaceous	en
lardar	to lard	en
lardo	lard, bacon	en
lardose	lardy	en
lares e penates	lares and penates	en
large	broad, wide, liberal, openhanded	en
largessa	breadth, width, liberality, generosity	en
larghetto	larghetto	en
largo	wideness, expanse, high sea, largo	en
largor	breadth, width	en
larice	larch	en
laro	seagull, gull, mew	en
larva	larva	en
larval	larval	en
larvate	larvate	en
larynge	larynx	en
laryngee	laryngeal	en
laryngitis	laryngitis	en
laryngoscopia	laryngoscopia	en
laryngoscopio	laryngoscope	en
lascive	lascivious	en
lascivitate	lasciviousness	en
lassar	to leave, commit, entrust, hand over, let, allow, permit	en
lassar accendite	to let burn, leave burning	en
lassar al abandono	to abandon, neglect	en
lassar aperte	leave open	en
lassar aperte un porta	to leave a door open	en
lassar facer	laissez faire, laisser faire	en
lassar multo a desiderar	to leave much to be desired, leave room for improvement	en
lassar multo a desirar	to leave much to be desired, leave room for improvement	en
lassar un marca	to leave a mark	en
lasse	tired, weary	en
lassitude	lassitude, weariness	en
lasso	lasso	en
late	broad, wide	en
latente	latent	en
latentia	latency	en
later	to lie hidden, be hidden	en
lateral	lateral	en
latere	side	en
latere occidental	west side	en
laticlavo	laticlave	en
laticolle	thick-necked	en
latifundio	latifundium	en
latin	Latin	en
latinisar	to Latinize, make Latin or Latin-like	en
latinisation	Latinization	en
latinismo	Latinism	en
latinista	Latinist	en
latinitate	Latinity	en
Latio	Latium	en
latitude	breadth, width, latitude	en
latitudinal	latitudinal	en
latitudinari	latitudinarian	en
latitudinario	Latitudinarian	en
laton	brass	en
latoneria	brassworks	en
latonero	brassworker, brazier	en
latrar	to bark, bay	en
latrato	bark, barking (of a dog)	en
latria	latria	en
latrina	latrine	en
latron	thief, highwayman, robber	en
latta	sheet metal	en
Latvia	Latvia	en
laudabile	praiseworthy, laudable	en
laudabilitate	praiseworthiness, laudability	en
laudanina	laudanine	en
laudano	laudanum, tincture of opium	en
laudar	to praise, laud	en
laudation	praise, lauding, laudation	en
laudative	laudatory, laudative	en
laudator	lauder	en
laudatori	laudatory	en
laude	praise	en
laudes	lauds, laudes	en
lauraceas	Lauraceae	en
lauracee	lauraceous	en
laurea	laurel crown	en
laureate	crowned with laurel, laureate	en
lauree	laurel	en
laureto	laurel grove	en
lauric	lauric	en
lauriero	laurel (tree or shrub)	en
lauriero rosa	rose laurel, oleander	en
lauro	laurel, bay-tree, bay-laurel, laurel	en
lava	lava	en
lavabile	washable	en
lavabo	lavabo, washstand	en
lavage	washing, lavage	en
lavamanos	washstand	en
lavamento	washing, cleansing, purifying, purification	en
lavanda	wash, washing	en
lavandera	laundress	en
lavanderia	laundry	en
lavandula	lavender	en
lavar	to wash, cleanse, make pure, purify	en
lavar se le manos de	to wash one’s hands of	en
lavator	washer	en
lavatorio	washhouse, washroom, lavatory	en
lavatura	wash, washing, dishwater	en
lavic	lavic, lavatic	en
lawn tennis	lawn tennis	en
laxar	to loosen, slacken (something), purge, lax, release, let go, set free	en
laxative	laxative	en
laxativo	laxative	en
laxe	loose, not tight, taut, firm, lax	en
laxitate	laxity, laxness	en
lazaretto	leprosarium, building used for detention in quarantine	en
lazarista	Lazarist, Vincentian	en
Lazaro	Lazarus	en
lazuli	(lapis) lazuli	en
lazulite	lazulite, lapis lazuli	en
le	the	en
le ... del qual(es)	whose	en
le abandono de un projecto	the abandonment of a plan	en
le abandono del domicilio conjugal	leaving the marital, conjugal home	en
le abdication de Carolo Quinte	the abdication of Charles the Fifth	en
le aborigines de Australia	the Australian aboriginies	en
le absentias de iste alumno es troppo numerose	this student misses school too often	en
le accesso del terreno es interdicite/prohibite	access to this land is prohibited	en
le agno de deo	the lamb of god	en
le agulias de un horologio	the hands of a clock	en
le altere cammino es abandonate	the other road is no longer used	en
le altos e le bassos	the ups and downs	en
le ambulatura le costa multe pena	it’s hard for him to walk	en
le amor de deo	the love of god, god’s love	en
le ancianos	the ancients	en
le anno currente	the current year, this year	en
le anno in curso	the current year, this year	en
le anno passate	last year	en
le anno presente	the current year, this year	en
le anno proxime	next year	en
le annos de abundantia	years of abundance	en
le annos sexanta	the sixties	en
le annos verde	the green years	en
le Annunciation	the Annunciation	en
le antecedentes de un persona	someone’s antecedents	en
le antiquos	the ancients	en
Le arbore ha 20m de altor	The tree is 20m tall	en
le arca del alliantia	the Ark of the Covenant	en
Le armas consiste de tres gambas	The (heraldic) arms consist of three legs	en
le Ascension	the Ascension	en
le Assumption	the Assumption	en
le Atlantico	the Atlantic Ocean, the Atlantic	en
le attention se impone	attention is warranted	en
le bandiera stellate	the Star-Spangled Banner	en
le basse fundos del societate	the lowest strata of society, the underworld	en
le belle litteras	humanities	en
le billionesime parte	the billionth part	en
le billionesimo	the billionth	en
Le camera juxta le cocina	The room next to the kitchen	en
le Cantico del Canticos	the Song of Songs	en
le capite me dole	my head aches	en
le Carolinas	the Caroline Islands	en
le cecos, le surdos, e le mutos	the blind, the deaf, and the dumb	en
le Celeste Imperio	the Celestial Empire or Kingdom	en
le centesime parte	the hundredth part, the hundredth	en
le centesimo	the hundredth part, the hundredth	en
le chassa es aperte	the hunt is on	en
le cinquantesime parte	the fiftieth part	en
le cinquantesimo	the fiftieth	en
le classe alte	the upper class	en
le classe basse	the lower class	en
le colpo de gratia	coup de grâce	en
le Confederatos	the Confederates	en
le consilio de relaxar se	the advice to relax	en
le corno de abundantia	cornucopia	en
le corpore politic	the body politic	en
le cosa juste	the right thing	en
le cosa le plus importante in le mundo	the most important thing in the world	en
le cruce del sud	the Southern Cross	en
le cultura francese	French culture	en
le dece-none parte	the nineteenth part	en
le dece-nono	the nineteenth	en
le dece-prime parte	the eleventh part	en
le dece-primo	the eleventh	en
le dece-secunde parte	the twelfth part	en
le dece-secundo	the twelfth	en
le dece-septime parte	the seventeenth part	en
le dece-septimo	the seventeenth	en
le decimo	tenth	en
le defuncto	the deceased (person)	en
le Deposition del cruce	the Deposition from the Cross	en
le die anterior	the previous day	en
le die de Natal	Christmas day	en
le die proxime	the next day	en
le die sequente	the next day, the following day	en
le duo	the two	en
le duo prime homines	the first two men	en
le ecclesia sancte	the Holy Church	en
le era christian	the Christian Era	en
le Esser Supreme	the Supreme Being, God	en
le estate viril	manhood	en
le eterne feminino	the eternal feminine	en
