@rowCount	3394
w	d	n	t	q	g	s	r	v	b
banturucu	$x_1$ is the language with ISO 639-3 code ''trc'' (Copala Triqui).	Triqui Copala Triqui language	fu'ivla	LLLMKOSNRMVMOOQLMLQKRPNRQPNRUPLTPRQQNKPQJMQNPOLQMOMPNQMMPPNRLSQROOMLOMLMOSMPRNNMOQQSQPMOPNPPSTJQQQMNQQLNNORNSNJNNJJQMMRONOKNPLQOPTPQKLOKIOOLJQPRMNPOOQPNRUOOQRPOPOPMNOLVRNNNQNPNNMNQNPRLPPOPQNQPOMKMUNLORROLPLPOLNPQOORMMNNQPNMOOPKLIJUOQPRJOOSQQPNSOLNONORNPPNMLSLJONNMPLOQOMQKLNWKPORPKKPMQPMNRPOROKPNKOKLKPOPMMNPOPMTQPNSPOOOMLMMQOMMQQQPLNNNMTROPPPNKQORPLONOKPRSLOPUPIPSONMPMOMNPRNNOOPRSPM
du'i	{dunli} modal, 1st place (equalled by)              equally; as much as ...		cmavo	RQMPKNQPROQKQOOQQQIOQMOPQMNMTKNMUPLNNKPOOOOONQRQQQOQHOMRKONMMRNRRJPOITPRQPNPNPSRKNPMNKOOSPOQSNSRPRRQMTOPNMKMPMNKPRNMTPPPNPLPOPQOMORMKLKRKPPOQQMLOOMMMNMOOKONONOPMLQQROOPJNNLLRNQSRLORRQNNPMRPNOPLNPOQQKNMOKRROPLJRONOPTMPQPMQJNOLMOTMMSKTSNQQNQNRRMSPQPQPPPLLMMINKNOOMQQPMLTSJOMPKNOMTQOPNQPMSNQMONOOONNOMMOQNORKPOMJNTKNRKPSOMOKNQQRRQLJOQOPMOOMOMQOROLOSNTMNPOPLQKOQQOLKSTQQNPMHQOMNPOOMJQOQOO	as much as	BAI
du'u	abstractor: predication/bridi abstractor; $x_{1}$ is predication [bridi] expressed in sentence $x_{2}$.		cmavo	OOOOMPRNROSLOQOQPRMORTNTOQNNTNKVVRPRLOROJKPOOOOQKOMQMROOKLNMLOMRRQQNNPRNOROQROOMORQORPOLNPOLRQMONMORPOJOMIROOMNLPMMPRNSKOORNQLLOQMOQJNKOLMNPLQMQNQPNNTLNMROIMRPPPRMSLOMONQLLSLLOMPPQROONNVPQLTJQPKKMSNMOPSRLQLPQKPOOLOQNLOPOOQOOQMKPLLPKQMRKMOOMPMMSMQKMQQQRPOMNLONMNMLNMOLRRMONQOPOQLRLOKMROOOPQNKTPKRMKOSMOPONLNOQOKNOOSQOOONOLKOMSRQNNLPSJNQMNNMOPNLILPOPNNPSOPQQSOMQPNJORPMROLONPPOQUNNLRTTO	bridi abstract	NU	dum
dy	letteral for d.		cmavo	KNRLKOQRPPPRMOMPNRLOQTRLNSQNNLOQPNQOPRPPMNQSKOLQNPRMNNPOPMMONPOQSMNMONNNMPNMRJUMOOOQQRMLNNNKNMJONMMSOPKQMKPJKNOOQPLKMQVIONLOLLSORQOONLMOMNMOOROOQPNOSSPSPPORPPNMQPOQMOQNPLMOMTRNQKROPJONPNQRNRRSMILKSMMPROONRNOMJOJOSOLKKOHLOTOOKOORPPPRRONRNOPPPNKPMRKOQQPNJQSQQSLRRMIROPQTRNOMPQNPROPQOONRPNQPOMMPMPRRLOMKNPNSINLTMMQLPPPOOOOOPONLPLNNROPQNLRQOQKOQRMKKOQMMPRQOKPORNRSOMQSNPLQOLOQNMLTOQKMQPON	d	BY2
e'o	attitudinal: \n{e'o} - request\n{e'onai} - negative request.	See also {cpedu}, {pikci}.	cmavo	KQPOOOPMSMQKRROPPLNPRPPQPJKNQNNQOQQQPMOOLOPPLQMNKPMQMRNQMNMPMNMOLOKMMTQOMQONNOMOOPNQRNLOPQQTPTMOQKJQPRKPPLLOQPMINJJSPPPJPOJMPJSOSPQPMONQJNPPLNNOTOPRPOONPSNOLPPLKPNONRNMPOKQPNSLPOLQOOPKKSJMSJPMQJLLRLMPRRKNLQVLNNORSPSNSPHNNQLOOLLPNNTSPXOONNORPPKOMPMOORTKONNNKQOOMSJQRNPRPMOMNNQLTPQQPMSMQOMNQPRPPLNPNNPMPQOOMQNNQKQTNPPQOPROLOOOQONOSMNQOLMMPPONNQNKOPPUMOPPPNNOJNMKRPNQQOONQQLKONMRPLMNWQLP	please;request	UI1
e'u	attitudinal: \n{e'u} - suggestion\n{e'ucu'i} - abandon suggest\n{e'unai} - warning.	See also {stidi}, {kajde}.	cmavo	OMQRUSTPQLRKTPNPNLPNQSQQQNMPOQLUNONSNQOOKPPPMPMLIQLNONNONNMOPQLMMQOMOWQOMQNORNMNKQOONRLMPPOLOTOONJJONSLNNKNLROMIOLKRNLOOPPONPLOORPOPPNKOLOQOIPONTSNNOVOLNOPPOPMOJNKNKOQNQRMQVQQONNPPQSNLMSLJQJOMQMLMQMMPNQMLNNUKOMOQQPUOOQIOOPLONNNQMLPPPPLKQSOQPQKRPMLOMRUOMLMOMOOONNHSPPMONNQNMORLPKPRRNNLSRNPQOORQONRMLNNPNPJNOOPQLQUOQPPONMONNONRKOOSNMPLPPLROMQNQNMOQOUPRQMPOORROQLRMNRPLPMPNLOOOPROQLNUNOQ	suggestion	UI1
fa	sumti place tag: tag 1st sumti place.		cmavo	PQMLNPVQQMMMOPKPPQSNQNPOROLRRMNOQOOMKOSPRPNLQPPOPPPQPPRQLIONQOPQTLOQKPSQRQNOLPRPNMPOJPPOPLMRQQPNLQOTORLPPNOONLOPMNIOUQPKLOKINLPOPMPQNPKOMORHLNPNTNMLOPQMRRNMPOQPLOPPPNOLLPKJPPNQSSKLPNLQNLNOHLNMPOSPRPLPOSRQOOMPMKOPPQRLPQRPPPLONNOOSLOTRVOMPQQQQRMQMPNORRSOJLOLLMRNOLRSNPPOOMQPNLOMKOPNPPKLOQPRNPKMKRPRNPNRRSQKPNMPRRULLOKRPNKOJNJPONRNMPNTNJLQMONMPQNLONNNQOVRLNRONNOKOPQPONKNNJOLOPOPNLOSOPQQ	1st sumti place	FA
fa'a	location tense relation/direction; arriving at/directly towards ...		cmavo	POMMORNNSQSPQOONROQRQPQQQNRNROLQIQKOLPNMPNQMQQPTONKNNPPTPPQNSLMMNLMRPQQNOKPMPROGSPPQOMMQUORNPQPNOPONRRKPQNKLNNMMLPMMPNRLLOLQOJPOPLMNMNKPPSPMQQOLOOHQNQJMPPJNKOMNMPNSMLPOKOKMTRJNPPMPOOQPNUMQRMOLJLIMRPOQQSPNMQRMHRKSNNPMOQMPOTNOPQOOLORNQSIMMQQQTPMONOONPOUNJMMOOOMQMMQMROQSNPMQNNPRPPOPNMOOONPNOTOQQNPSMPPNOLOLKQMQKRONQKNPOKNOJMSQNRRMLOLQNMPPRLLROSLQOQNTQMSNMPMQNOPMMNQQQQOMNILPNRQOMJNRQSLR	against;at;towards point	FAhA4
fa'e	{fatne} modal, 1st place                            backwards; reverse of ...		cmavo	OQQPJNRMQQSQPMJOPSRRLOLOQQLQOMNNOQJPONSRMMOKONLQTPPPJQPTQQNQROJQTLNNMTOOONNPPQOORNQPNMKPRPLLUQRNOQOPOPONPNNPOMMOSMMNNOPLKPNNOMROOQSONPMPKSRNONNONOIKNRMKONPJMPNPNLOSRLNPLPKMOPNOQOOONOPMQQMRQSOOHMOLPPKMOPOQOMPMHRMOQORHONNOSQNOLONPLLROQRQPONSOSOMOLOPROOVRNLNNTQNSJMQORPORMMLRQKOOPPQNPOSRNPTMNQKPMMOUMLNPOQMLLPOQLMONMQLPQOQOIMRRORRPLMNSPPNRMLMQNNPNNQPPOMOQMQLPPQONNLNRJPRQMHOMQOSQMNGTOTPN	reverse of	BAI
fa'i	unary mathematical operator: reciprocal; multiplicative inverse; [1/a].		cmavo	MPNOHKPMQMPMQPMOPONNOPNQSLNOPNNNTPLRRLRONOPPILNNQQOUKKNQMPOMONOPPMLLNPMLPQNMKNQTPMPNSLQNSNNMQLSPOPLRQOOOJRONNPRKPLPMPNNNLLOQRPPOLROOMQMQMNRTOMMOSNQHMPMSQKPMROPTQNPSSOQPJMOKNLPPPMMMNLQOOTORMOOOHKMOOTQQLQNRPJLQKORPQMPONNOQQOPOMMMOMMSONMPOOLPNPNOQLPUOKQMPPOMKRMLSOMPPPNRQPITPPLNLOPMQQNPRMQRSONOTNMSRQQPKPPQOOTKLLLPNNNQPMMSOMMSKQQPJPNOOKOPPRPNLNOSMNQHOOOMPPMPPVRLNMOQNNOQQPOPPPPNJLOKRQRNN	reciprocal of	VUhU2
fai	sumti place tag: tag a sumti moved out of numbered place structure; used in modal conversions.		cmavo	ORMNPNRPSLPNPNMONPPNSPQPTQJQTNNTPMQNNRQNRQPOMPNMOQORNROPMHQOROPORMNPKNTNRPOMMORQPNRONQPLNMMPPSQLMRQSPSMOLOPQMNOPOMIMTORIONLLNLLOONNRQOJONOPJLQQLVOMMQROOQVQOOPPPNPPRPLNMLNJMPQQRRQJPOLKPPMRPINOMQLPPROLRNUPMMMMPPNRPSNQKOPSMMPMOOOJOPLQSTQMNPOPQORMNOQNMOQOOLNNJONRNONQOKPSQONPMOMQKKLOOPOKMMNQNONLHKRRRMQNNTRPJNLONQPRQLOMQPONOJOILOLTONNOTNKLOOPNPNPONNLNOQMTSNONRPPOMQKNQQOJOKKQNMOPMPOSSNRNN	extra sumti place	FA
fa'o	unconditional end of text; outside regular grammar; used for computer input.		cmavo	PROOOOPPROSOPOOONMLNRTKONUMKTPLOSPPPMNNLKLNRRNMMNQMMMSOOONOMOPJPSOMQNSKOLUMPPNSQOLQOOPOPSPMLTPMLMMOQOOQNNLNPRJNKNJOONPSPLPKSRLRONONNNRJOMPQMNRSOQPOPPROMLONNQOPLQPOOPMQNMNQMRJNQMOOQPMOROSLRPRQNLOKMRNKKNRNMKNSOMQOQQOLMNOOOMQROPOJQMQSOSNSNQOMQMPQQPLLOQOMPIROMMNMLPPNOSOQRQNJNQMOMOOLNMOOKNNQMULNTNIURJOLRRKMONPOSLNMONSNTQQNOOLNLPNRJPJOQLMNSSOPRQNJOMRORONUQOLMTUMNRRPLNRPSOLMPMMMQMPPKQRTRL	end of text	FAhO
fa'u	non-logical connective: respectively; unmixed ordered distributed association.		cmavo	QMMPLQKLQMQPQQORNPNPMPNNQNPOQONTNQOMNPOPNMPJORNPIPNQLSQRNLKMOOLRQROSQRPPMPOPQNRLMROOTNMMJQMRUPRLSMQRMTLMONOMPMPMNMJOORVINLONPMOOOMRLPPJLLRMVQSROTQONOSMNPNOOOPONQQOQMKONPPOKNNKQOPMQQNPLMTMSMONNNRKJTPORMNOLNOSPMOMSNQOPLPQSTPSONSQMRNRKRRRMOLSOQNOQRQNLQPOOIOOMJLNNMNLMNQLRRNNNMNLPOLPRPONNRLQRRNNONMQRLJOMMQPPMTRQKNQOSRQOQPMOKILOROOQMQOPLLTNPMIOQQMTNOPOQPNNONMQOQLIOLMSTPNPNNKPOLMOMOPLRNOM	and respectively	JOI
fau	{fasnu} modal, 1st place (non-causal)               in the event of ...		cmavo	PQRRPRQMTOSOONNORMLQOMNPQNOOSNOLNOSQONROOMPOQMRQMONPLOQQLJMJOSKSSNOQMUQPPSOPORQOSPROOOMMOSLMWPQQRRWQNRKTOKIJMMOLRLLNPPQLMPMPMNPOOMMLMQKNQPPJQKOQNPLMKOKOLNPMKOMNMMOQNLMPLQMNNNOQRPOOSMSPNOJQSLPOMNNKQNLNNOPPMOOOHOLSPQSMNOQMPNMOMNRKNMQIRQQRNMPQPOMQPPOPPNRNKNMQNLNRRJLNSRLRQMNRSOKNPROROKOQMPOPPMKQQMMQGKLOQROKJQPMKQPKPOJOPSMOOQRORQMLMOMQONONOQKPSQMOMPOPQMOSONMLQOQORKOSORMOMNKPLORQQOKNQSPN	as;in the event of	BAI
fe'o	vocative: over and out (end discussion).		cmavo	QQNKNNPOQMPSNKNRPQNLSRKMPSKNQNQRMOOOPRORPPOKMMLLOTJMMUORPPNNNOKRQKPSNUOSOPOQMKPNTOOJQMNMNOHNSPLLPLQRNNNMMNNOPMOMQKQRRPTPNOKOQMPONOOTRPLLLNQLOMSMNRJPORNPNMNKLQPQPQNQNLMMKNJQPOOLNPNOQONOPMPQPTPMQOKLPPKPKOKPNNSONNPMPMPKPQKTNLOONSORKPOPPMJMOMPKOMNROMOOQMSQUKOLROOUPMQOONKQLKKRNNMOPRNLOPPNOPQKUPMOOOOPLMSRMKMLHNPSROORQRRPQOPOLLPPTPTMPNPOQOQRNONRLQLPLQKRMLPSJPOOPPPNOOMRRQQMLLMNPORPQOLQQRQQ	over and out	COI
fe'u	elidable terminator: end nonce conversion of selbri to modal; usually elidable.		cmavo	MNOPMKTOOMQJRNPRQOMNURNOPOLNSMMPPOQPNOPNLOKOMKNMLQLOJOQLOLONNQLQTNSKNRMLNOOMSMPOLMQRQOLLPRLMRQPNNLNSKVNJMMNOPMNMRNMQPRTOSOLTOLMOOPOPLSLOLNOOORSLOLONQQMNPORMQRLQQPSNPNNPKPMNNKSQPMNQUMONNQNPOOSOPOJMOMLQPQOLNNQLQPPMULPNLQPMMNLOMNISMLSNPOPPSLPOOQNPTQINORHSKONNPLMTQPNPOQTPRNKOQMOOLMNOOLPONLTNSNOQPMRNJMNMPOOLONQPOMPQPOPORRTOOLNMSPPINIQNNNRQRQMPOOMRMONNROOROMGRPPPQSNKSROQLMOTOOQONPPQSQOQM	end modal selbri	FEhU
fi	sumti place tag: tag 3rd sumti place.		cmavo	OOLKNOUORNMKNPLOPRRMSLROTOLRRNLQQMOLJORQRQOLPQMNRNPPOQOOLJOORPPOULMPIQSPQPPPOPPONNPRJOMNOMMRPQPOMRPUOSLOQPOONNNOMMHRVPQJMPLIOKPOOMNRNQLMMMPINMPNSOLMQPPMRSPMROSPMNOQOMONLOLKPQRORRMMRNMQNMQNHLONPPQRTPLPOTRPNPMNNLPSPPQKPQRPOQMOOONNRLPSRUNMPORRQQMOOOMPOQRMIMNKLNSNOMQRMQRPNPROONNILOPOQNLNNPRQNQJLMSPQMOOQRTPLONPQQPTNLMLSPNLOKOKONNQPMQORNINPOOMLOQNNQQNMPPUQMOQOMMNMPPOPPLKMMINKOQPNMMNSOOQR	3rd sumti place	FA
fi'a	sumti place tag: place structure number/tag question.		cmavo	QRMNLORQQMNLOPMNPOTOSOSQRPKQSOPSRORPNQPOPPROPPNOPPPRMPQQJHNPTNPOSQNRKLUOSROPKOOOPOQQLPSOMLOQNQOPMSRQPQNNLPPOONNNMMJKVNQIONOLOLMOOMQRPNLQNOPGMNSOVNMMROMOSTOPNNOOMORQPNMLMOKOQQQPRRKOMNOQNNRRJMNMPMPPTPNQNUPOMPKQNLOSQPTMOMRMNMMOQLKNOLPRRTMMQOQSOPMPKPNMPRQMLOMJMOPNONQQMQQRNNQNNKOKLLPOPRLLNOQQOMJKJROQMRNOTSQKPNMQQNRONPKRLMMOKNKMNMTQMRNSLKLNPOMNPQNOONPOQKUPKQQQOPNLOLOPROLOMJMMNONMOMQSOQOO	sumti place ?	FA
fi'e	{finti} modal, 1st place (creator)                  created by ...		cmavo	NNMPMNTLSORPRMJROLQMSNONSOPRWLQMRPOPQOPNNOPNOPQRMPKPOLOPKNMMOSNPTMOONNRPPROPNSOPQQOPJNSQPOOQQOOPNQQRMOMRTNJLPSOOLOOPMQQLQRMPKQPOQPQRPPMSMMPKROPNNJLMMROLNOOKLOLLOOOPONORPPNLNPPRUSLNRQPMLNOOORPSNKSMRPOOLOONMOLNNPMOMPPNLPPMTNJOLKSMMJLMOSPORPRNQLJPOSLORQUROMMOMLNPKLRORRISOLONQONMOKPORPTNNQOQNMMULMKRKKMSPOMKLQOQOLOLOROQISLOLNMTQQSLMNMQNOSLMOKLPQQLJQOMOQPSNPQMLPNIMRNQLNOMOKLPQMPPOPMMNQTR	created by	BAI
fi'i	vocative: \n{fi'i} - hospitality; you are welcome/ make yourself at home.\n{fi'inai} - inhospitality		cmavo	PRPNNIRKOKSKQLQNSNPNLRLQSQOQRONQQQQVRKOPNORLNMNONQKQLSPRPMLNOSPQOJNPPQPPMQOLQLORQPMNKOKMPONNONKJONNQQQNRLNQPQOLLQJMSLKTPQONKOJSOQSSOPPMNKNSONQMROQNONQNQOJPNNRRQPOKPLMMPMMLQNPOKNPNLPQMMQQOJNNNPSIPNRPLMNRMNOLRRMQOPRPRNOSNRPLKOQNMPMOQQNPJOPOLORNNTOPOOMNUNMMPQMSOVPOJRNOOONNJILOQPNPPNLPRMOPPOPOQRPONPNSMNPMNNLKNOQINTQRNPLNQOOKONLJSLROMOONQRQPNOORMLNPMPMMOQOLNSQJOLQOLMOPTQNMNNRNPRSOTOTTRM	hospitality	COI
fi'u	digit/number: fraction slash; default "/n" => 1/n, "n/" => n/1, or "/" alone => golden ratio.	See also {fe'i}, {frinu}	cmavo	ONNRKNMQRLRMPRMNPOQORQNPQKOOTNNQSQMMSMPOMLNOLQJPLRNRIPSOHMOOPPPJOPNLMPMPONLPMOQQMQPRQNPPTKPNQOQOPQOOQPNLNQQRSNPKOMOJKMOROOLQMRQOPSRNLOLRNPPNMMMNOMNLMRMPQROOQPPPQLOTRQPPMNKOOMQONNKQQPSLRQLPOMPNKNMQNPNNMPKLOONRKRONQPTPNKQITNNOOQLQKMQQPPOQOLOONRMQOMQRMRQPPOMKQJLMLOOLSNQUPNQNNNQMNQNTNUNRNSOOLMNTNPMVRPNKLSPROQNLLOTTLMLONLPOONQKPQNLPQRQINONSONPMPULOOKSKJOOMMOSPRQNQHNNMNPMMMMOMLNNNQJQSSNN	fraction slash	PA3
fo'o	pro-sumti: he/she/it/they #9 (specified by goi).		cmavo	KSLKPQWSNQPOOPKMNONKRPPORMNMPNNPRQPONOOQTMNNONLPNONPLQPJPJNOOMPORPOMITRRMSOQOLOLNPRQNSOQPMKMRPOPLNNSLPPLLPQQQRQKMKMNORQJPOOQOOLOORQQMPLOMNILMMQLQNJMTTMNOQRNRPONNRQOOOPONPNNPMRPROLQOONNQSSRPQMPNQMOSQKRPRNPPOLOMQNQNPMMMNSOPPKOLOMPPKPNROQKQLRPKOOONQONOOUPPQOJHOQMKPRQOMOPNQNPNMNKLLNOSONQMNOQJNLIOOSOJNLOOQRNMLOOTQRSPTNTRLKONMNMRLPJPOROKJSPQRMNLLOJJOMPLNQSKMPSOTRPPNNQOPLKLMOMNQNMQMMRROQP	it-9	KOhA4
fo'u	pro-sumti: he/she/it/they #10 (specified by goi).		cmavo	LSLJPQXSNQPOOPJMOONKROPOQLNMPOOPSPPNMOOQSMNMONLQNOOQLQPKOKOOOLOORQOMITRQMSNQOLPLMOQQMSPRPNKNRQOQLNORLPQKMQRPQRQLMKNNPRQIPOPQONLOOQQQNQMPLNILLMQLPNKMTSMNOQQLQPPNNRQOOPQOMPNOPMRQQOKRNPNOQRSRPRMQNRNOSQKSOQNOQNLPLRMPNPLMMMSNQPKOLNNQQLQOSPPLQLRQJNOONRPNOQUOOPOJHNQLLQRPOMOOMPMPNMOLLLNOSPMQLMOQJMMJNPSOKNLOPPSNNNOOTQRSPTNSQKKOMLNMSLOKQOROKKROPRMMMNNJJNNOKNQRJOPTNTQQPNOQOOLKMMONNQNNQLMRQPPQ	it-10	KOhA4
fu	sumti place tag: tag 5th sumti place.		cmavo	NPPLNPTPPPLMNPJPPPPLTLPOSNLRPMLQNNLNLOSPRNNMQQNNPOOQNNONNGPNRONPPNMQJQTOSPNOMNQQNOOOKPPPPKNROPONKQNTOQJPONRPNKMPMMJPUPPJLQMKMLPOOLQRMPLMNNQINLQOTPLMPPPNRUNMROPQONRSPROMMMINPQOQRRKMQMNRPMOOIMOMQPRPTPMROUSQPPLPOIPPQRRLQQSMPPLOONMQQMOSPVOPQSPSPQNQNPNPSTRMLKOKKMRLONORJQPOMNQPOMPLJOONQPKNMPROOPMNJQOQNONRSUQNNNMQPQUNOOLROLLOLOJOONPOQQPQNLMOMPONOONMQMONPNURKNQRMNMNNNQPPKLLPJLMOPOOOLNROPQQ	5th sumti place	FA
fu'a	reverse Polish mathematical expression (mex) operator flag.		cmavo	NTPNKKTOKPOMPRMRNRNMRNKMSROPVNLSQOPPPMOOLMOQNPMRPMOSKMTNOONMOONOROLNPVLLMPORPNPQOKONRONNVRMNNLPLNSORPQNKJNPPOKPPOLPSQPSKMNKPRQNOKSMOLPNNJSRUNNLPTLKLRPLOMPQMQPOMQLPQOMTQMPMLNLOQSLPQOLPQRSQTLPORPMNOOSNNNORLQOPKNTPNQNONMMLLQOKOJPNPIMUMQLPMOOONKPMOLRRRJMSPROMMPNOPPQOPMMPPMNNNMNNMMNKPNLOTLMTNQOONMNUOKQNKQSQPPOOPLMNRNOPSNMQOMLSNQPPMOLOMMIMTOMNQMRRONQOQPOPQROLMRROPLNOPOROMOORNNNONLPPRPRRL	reverse Polish	FUhA
fu'e	begin indicator long scope.		cmavo	QRRRPQQONOMMLONPMMOOTQNSOPQOROMOPOMPPNPNTQPNORSRQRPMOOQNLPOPKQNPSPMLNROMNOMQMQOMNNSRSMMJNLQMNPPMONJQOLOUKOMPLNPQPOMOJROQOMJOQUPOLOMOLSNQMRTWNPRISRLNLJLPRQOQJPRSOLMHOOOLPOOQMNQPRRQLMMNPNPMKNPOPOONOSOPQROOKLROLPJOMSKMLMMOPQRNORNQNMNRRLURQLONOOQQKPMMKKPSLNOKMQONLRJLMQQTNNMVTNMMORQJNNNNMQOONSNPPUONMPKLRQLOLONKMQOMRMUMPUPOONRPNSOMRPOMPMNPMKMNTOPPMJNNQQPNRRQONLQSPOPPPORPNNQONLOLQQNLRPNJO	indicator scope	FUhE
fu'i	attitudinal modifier: \n{fu'i} - easy\n{fu'inai} - difficult.	See also {frili}.	cmavo	ONNPPRQONORLRQMMNONNOPLQRPLSUMLOQOMQPPPOLLSOLRLPIOOQLMPQKMPOMNPOPNQKNSOQMRNLOOOSMNPTNLJOOPSRQSPMROJPMTMOOMOLONMKPLKPMNQLNPLQPOPOSSNPMOKPKRRNKNVMQNJNNQPKQPPLNPPLJPNKOQOPNONRQVPPOMLQPMPMPRLSMQQPOLJLTPMNONOOSKPLMSRQQLQNOOLMPONONLPSNLQRQSOQNNTRKSMRPOKNNRPMONJLMMNOJMMPNPNPQPSLMOPMQPSOOMQOQQOQPNPNNNOQPNMMOSOMPOOMMMXQPRMRQQPOMIKLQRLPOMRNNSNPPRNQNRRMMNLRPRQNNRKQKOMLPLJSPNPKMNMOPJNRPNKOQUON	easy	UI5
ga'i	attitudinal modifier/honorific: \n{ga'i} - hauteur; used with one of lower rank.\n{ga'icu'i} - equal rank\n{ga'inai} - meekness	See also {gapru}, {cnita}.	cmavo	LPONNPQOONTLUNLPQQNPOPQSSLKQRMMNSPKSSPQNMLOPNRNNIONQMRORNKOOKROQPMOMLRRMRRJNPOPRNPNQQMLJMPQQRRPMPONQNRKQPMMKOKOIMKKRMOQJPNNMPNOORRNONOMNLPPPKQPPRQNMPRNMQPNMLQPOMNMMNPPNNNMPPSOPNPMMRONLQTJMLMNPPIKMSQQRNSONPNRMJSNPPLSPRPMLOOJOPNPROORSKRPPONWRMOLRRNMPOOPNNMONNONQMKKQNONQRKLIPKQMSPPOLNNOUNOQLNNQLNONQNJMPTPOOPOOLOVSQOPPKOOOKMNONPMKROOPNMQMMSNQNSQNLPMQSRQRNLMSMKPQQJMSUQOOONOOMLLOQPMLSNQO	hauteur	UI5
gai	digit/number: hex digit C (decimal 12) [twelve].	Experimental rafsi: -gam-	cmavo	OSHKJRRQLOQOPQLIJOKOQMMMQMNORMQSSNPNMKNOMORPQPMQOPQSLPSNJNOMNNONMPNKNPQOOOPPMOTOOOQRONRPOOPMNNLMVQNORSMPKSNTRMOOLIPNNNNPLONRNMNOMPNNOMMPNQMPQOPPQJKKQTRLUPMNQQQQOQPNPORLQPPPONUOVKMRQLSPRONTQSORONKLNQLQQNMMQNMQQPLOOMOKMQRMPLMOLPLRKNUNQOQSPMLNNRMNOPMKOQROOPOLOQMNPPOMQPQOPNNSOPRMLRQPNOORPNRNMPLNMNPPNPJOMSPLOMMSOOROROPRQLQONMNMQSMHPLTPJMMJOONNJPSMNMPRNNONLKMRPSSKQKKQNONKMLNSONPMNMORQOLO	hex digit C	PA2	gam
ga'o	closed interval bracket marker; mod. intervals in non-logical connectives; include boundaries.		cmavo	QSRMMPNQPMOKPPRQNMOOTTLOPROPVSKPNNSNRORMONRQORLPKNPOMMPQNMPMNPKPNMMPRTMQPPNPOPQOLLRPSLNOOSSOQRQKPQQQOPJMMONPMMOIUKOPMOVMNNLPNNOOOLPNPQJMKSRONPQPTPMOPLLTOPONPPNMQPQSQNPMNMPOSNNSNRMSQIPMOTKPNSONMPIMUQLOOONMNQPKPONPTLPRNKMLOQMOQPOMMLSNUPQOONLMNLPPPNNOOOLNLNMHQIOKOKMMPNPPPPPPKMKMQPNONLPPPNONUMOPMLORPKLMRQOOMOQQMPOPPSMRQOPOLPIKRNNKOQSNMLOMQONPNPOOOONMQPOQTNNQLRNPPHNPSLQTLOLRONRNRPMPSQOL	inclusive interval	GAhO
dukni	$x_1$ is a binary operator in space/under conditions/on (or endowing) set $x_2$ such that there is an identity element and for any element for which it is defined in the space (excepting possibly a small number of special elements), there exists at least one element also in the space which is a left-inverse of that element under the operator.	This presupposes {sezni}. This does not say that the operator has an inverse, merely that each element does under the operator (these properties are closely related though). See also: {socni}, {sezni}, {cajni}, {facni}.	experimental gismu	MMPRLJRLQLRNTKOQNLMMOOJNOPNLPPMNSPMURNQPKMROMPNKNNNTMPPQOPPJQROPOPKNNQNNNSLNVORTOQQNRRLMMPNLTQUNQPMPPPMOLNOKOJRHOJLMOPMMNPMNSMPOMNNMMRMRKQRSJROQROOKLQIPPOQLLOKRORLSOONPOPLMNLOMPMONONQMOTPQNMPQLLOKPSMPQQOONKMRLORPPPRLOLKNLQNOLOLLKMVONNMOPNNONLNPNORQMRPQQNKMPMLQNNNMNMPTPMQNOMPOPRPPNPTSOPTULRNPMPRPKONPPOQSORORLLPRNNPPKNQOLMUKMNUMQLPPMKPPNOPSROPKOOLPNPPPSQMPPMLLLNMPMQQPQNOOOMNQNROQOQPM	operator with inverses of inputs;space with inverse elements		dukni
