@rowCount	3536
bangu	w	n	d	t	s	r	g
loglan	persiki	⬅ Lin. Amygdalus persica	B is a «peach» from S.	Bor.	2n		peach
loglan	perspi	⬅ per(nu)+spi(cu)	V is the «soul»/«spirit» of F.	2-Cpx	2n		soul,spirit
loglan	perti	{perperti}, {pertyfeo}, {pertyfeokli}, {pertymao}\n⬅ 5/7F pertinent | 3/5E pertain | 5/10S pertinente | 3/10R prinadlej at	B «treat of»/«relate to»/«pertain to»/«concern»/be «about»/be «relevant» to N.	C-Prim	2v		treat of,relate to,pertain to,concern,about,relevant
loglan	perti	{perperti}, {pertyfeo}, {pertyfeokli}, {pertymao}\n⬅ 5/7F pertinent | 3/5E pertain | 5/10S pertinente | 3/10R prinadlej at	«pertinent»/«germane»/«relevant», pertinent to ....	C-Prim	a		pertinent,germane,relevant
loglan	no perti		«irrelevant», does not relate to ....		a		irrelevant
loglan	po no perti		an «irrelevance», a spec. state/condition.		n		irrelevance
loglan	pu perti		a «relevance»/«pertinence», relevance, a spec. property.		n		relevance,pertinence
loglan	pu no perti		an «irrelevance», a spec. property.		n		irrelevance
loglan	pertsitoa	⬅ per(nu)+tsi(me)+to(kn)a	K «kidnap»(s) D for purpose P.	3-Cpx	3v		kidnap
loglan	pertsitoa	⬅ per(nu)+tsi(me)+to(kn)a	a «kidnapper».	3-Cpx	n		kidnapper
loglan	po pertsitoa		an inst. of «kidnapping».		n		kidnapping
loglan	pertyfeo	⬅ pert(i)+y+fe(kt)o	B is some «evidence» relating to/bearing on V.	2-Cpx	2n		evidence
loglan	pertyfeo	⬅ pert(i)+y+fe(kt)o	«relevant»/«evidential», pert. to evidence.	2-Cpx	a		relevant,evidential
loglan	pertyfeo	⬅ pert(i)+y+fe(kt)o	«evidently», according to evidence.	2-Cpx	av		evidently
loglan	pertyfeo	⬅ pert(i)+y+fe(kt)o	«bear» on ....	2-Cpx	v		bear
loglan	lopu pertyfeo		«relevance», mass property.		n		relevance
loglan	nu pertyfeo		«evident», supported by evidence.		a		evident
loglan	pu pertyfeo		a/some «relevance», a specific property.		n		relevance
loglan	pertyfeokli	⬅ pert(i)+y+fe(kt)o+kli(ri)	B is «evident»/«clear» to D.	3-Cpx	2a		evident,clear
loglan	pertyfeokli	⬅ pert(i)+y+fe(kt)o+kli(ri)	«evidently»/«patently»/«clearly».	3-Cpx	av		evidently,patently,clearly
loglan	pertymao	⬅ pert(i)+y+ma(dz)o	K «make relevant» to D.	2-Cpx	3v		make relevant
loglan	pesro	⬅ S peso	B is worth C in «peso»(s), Latin American unit of currency.	N-Prim	2n		peso
loglan	lo pesro		(the) «peso», the mass of all pesos.		n		peso
loglan	pesta	⬅ S peseta	B is worth C in «peseta»(s), Spanish unit of currency.	N-Prim	2n		peseta
loglan	lo pesta		(the) «peseta», the mass of all pesetas.		n		peseta
loglan	petci	{famymiapei}, {futnurpei}, {naznurpei}, {nurpeckia}, {nurpei}, {paknurpei}, {peckia}, {peckoi}, {pecpai}, {peinrirda}, {peircue}, {peirkoipre}, {peirtuasti}, {plinurpei}, {plipei}, {rilrynurpei}, {turpei}\n⬅ 3/3E pay | 2/2F paye | 2/3C syin | 3/6R platit	K «pay» C to D for goods/services B.	C-Prim	4v	pec,pei	pay
loglan	petci	{famymiapei}, {futnurpei}, {naznurpei}, {nurpeckia}, {nurpei}, {paknurpei}, {peckia}, {peckoi}, {pecpai}, {peinrirda}, {peircue}, {peirkoipre}, {peirtuasti}, {plinurpei}, {plipei}, {rilrynurpei}, {turpei}\n⬅ 3/3E pay | 2/2F paye | 2/3C syin | 3/6R platit	a «payer», one who pays.	C-Prim	n	pec,pei	payer
loglan	fu petci		a «payee», one who is paid, conv. of payer.		n		payee
loglan	ju petci		«paid for», of things for which one pays.		a		paid for
loglan	ju petci		a «commodity», a paid for object/service.		n		commodity
loglan	nu petci		«payable»/«paid»/«due», pert. to amounts of pay, q.v.		a		payable,paid,due
loglan	nu petci		an «expense» (of ... to ...), that which is -d.		n		expense
loglan	po petci		a «payment», an act of -ing.		n		payment
loglan	petfao	⬅ pe(n)t(a)+fa(nd)o	B is the «point»/pointed end of F.	2-Cpx	2n		point
loglan	petholmao	⬅ pe(n)t(a)+hol(du)+ma(dz)o	K «prick»/«stab» D with B.	3-Cpx	3v		prick,stab
loglan	pethou	⬅ pe(n)t(a)+ho(ld)u	B is a «prick»/«stab» with S, a pointed hole made by ....	2-Cpx	2n		prick,stab
loglan	petmao	⬅ pe(n)t(a)+ma(dz)o	K «sharpen»/«point» D, makes ... pointed.	2-Cpx	2v		sharpen,point
loglan	petmao	⬅ pe(n)t(a)+ma(dz)o	a «point», the pointed part of ....	2-Cpx	n		point
loglan	nu petmao		«pointed», artificially, conv. of sharpen.		a		pointed
loglan	petri	{dridypetri}, {klepetri}, {krepetri}, {kubpetri}, {malpetri}, {nenpetri}, {petrydou}, {petrysei}, {pubpetri}, {spapetri}, {vempetri}, {zvopetri}\n⬅ 3/3C pei | 3/8S distribu ir | 3/8F distribu er | 3/10E distribute	K «share out»/«spread»/«distribute» B to/among D.	C-Prim	3v		share out,spread,distribute
loglan	petri	{dridypetri}, {klepetri}, {krepetri}, {kubpetri}, {malpetri}, {nenpetri}, {petrydou}, {petrysei}, {pubpetri}, {spapetri}, {vempetri}, {zvopetri}\n⬅ 3/3C pei | 3/8S distribu ir | 3/8F distribu er | 3/10E distribute	a «distributor», one who/that which -es.	C-Prim	n		distributor
loglan	nu petri		«distributable», capable of being -ed.		a		distributable
loglan	po petri		a «distribution», an act/event of -ing.		n		distribution
loglan	petrydou	⬅ petr(i)+y+do(ns)u	K «hand out»/«give out» B to D.	2-Cpx	3v		hand out,give out
loglan	nu petrydou		a «handout».		n		handout
loglan	petrysei	⬅ petr(i)+y+se(tc)i	F is a «multiple», a subset of some superset S, over whose members some claim V is «distributed». E.g. '{Le neni mrenu}' in '{Le neni mrenu ga merji}' designates a multiple. Contrasts with '{setci}', q.v. Usage: {Li, le neni mrenu, lu namsaa ne petrysei je lea}.	2-Cpx	3n		multiple,distributed
loglan	fu petrysei		a «claim» «distributed» over each member of a multiple.		n		claim,distributed
loglan	nu petrysei		a «superset» of a set corresponding to a multiple.		n		superset
loglan	peu	⬅ perti	«re»/«concerning»/«as for».	LW	av		re,concerning,as for
loglan	peu mi		«as-for me»/for my «part».		ph		as-for me,part
loglan	pi		«decimal point»/«point»/«percent», as in 'point one/ten percent of ...'.		pm		decimal point,point,percent
loglan	pia	⬅ pa + *i	«until», continuously before, with clauses.	LW	c		until
loglan	pia	⬅ pa + *i	continuous past tense: «was ing»/being ....	LW	op		was ing
loglan	pia	⬅ pa + *i	«until», continuously before, with terms.	LW	pp		until
loglan	pia ti		«hitherto»/«until now», until this (time), a mod. phrase.		av		hitherto,until now
loglan	pia ti		«up-till now», until this moment, a mod. ph.		ph		up-till now
loglan	pianfa	⬅ I. pianoforte	B is a «piano».	Bor.	1n		piano
loglan	piazu	⬅ pia+zu	for all that time «until» now, adverb and before preds.	Cpd	av		until
loglan	piazu	⬅ pia+zu	«long-before then» and «until», with clauses.	Cpd	c		long-before then,until
loglan	piazu	⬅ pia+zu	«long-before then» and «until», before terms.	Cpd	pp		long-before then,until
loglan	picgodru	⬅ pi(n)c(a)+godru	B is a «urinal», of the kind found in lavatories.	2-Cpx	1n		urinal
loglan	picpro	⬅ pi(n)c(a)+pro(ju)	K «urinate» on/in B.	2-Cpx	2v		urinate
loglan	po picpro		a «urination», an act of -ing.		n		urination
loglan	picveo	⬅ pi(n)c(a)+ve(sl)o	B is a «bladder» of F, a urine retention organ.	2-Cpx	2n		bladder
loglan	picyketli	⬅ pi(n)c(a)+y+ketli	B is a «urinal» (such as used by hospitals).	2-Cpx	1n		urinal
loglan	picypatpe	⬅ pi(n)c(a)+y+patpe	B is a «chamber pot».	2-Cpx	1n		chamber pot
loglan	pidri	⬅ 3/3C pir | 4/6J peiji | 3/5H prishth | 2/4E page	B is a «page» of document F.	C-Prim	2n		page
loglan	pidyduo	⬅ pi(n)d(a)+y+du(rz)o	K «pin» B to D.	2-Cpx	3v		pin
loglan	pieklu	⬅ pi(rl)e+ku/(t)l(a)	K «cut»/«slice» F into (parallel) slices D.	2-Cpx	3v		cut,slice
loglan	fu pieklu		a «slice» (of ... by ...).		n		slice
loglan	nu pieklu		«sliced», <cut into parallel slices>.		a		sliced
loglan	pife	⬅ pi+fe	«half»/«fifty-percent»/«point five» of ..., a quantifying operator.	Cpd	a		half,fifty-percent,point five
loglan	pife	⬅ pi+fe	«one half», the number .5 in math. exp.	Cpd	ms		one half
loglan	pifgoi	⬅ pif(no)+go(dz)i	K «frequent»/«habituate»/«haunt»/habitually «go to» D from S via V.	2-Cpx	4v		frequent,habituate,haunt,go to
loglan	pifgoi	⬅ pif(no)+go(dz)i	a «habitue», one who frequents a spec. place.	2-Cpx	n		habitue
loglan	nu pifgoi		«frequented», conv. of frequent.		a		frequented
loglan	nu pifgoi		a «haunt» (by ...), place frequently visited.		n		haunt
loglan	pifkao	⬅ pif(no)+ka(kt)o	K «exercise»/«practice» V/do ... «frequently» for purpose P.	2-Cpx	3v		exercise,practice,frequently
loglan	pifkao	⬅ pif(no)+ka(kt)o	a «practicer»/«exerciser», one who -s.	2-Cpx	n		practicer,exerciser
loglan	po pifkao		a «practice»/«exercise», a spec. act of practicing.		n		practice,exercise
loglan	pifkuo	⬅ pif(no)+ku(sm)o	B is «continual», happening repeatedly.	2-Cpx	1a		continual
loglan	pifno	{nurpifsiukra}, {nurpio}, {pifgoi}, {pifkao}, {pifkuo}, {pifnoa}, {pifsilsoa}, {pifsocli}, {piftakma}, {piostu}\n⬅ 2/3E often | 4/6C ping fan | 2/6G haeufig | 2/8R mnoga raz	G is more «customary»/«recurring»/«usual»/«frequent» than J under condition N.	C-Prim	3a	pif,pio	customary,recurring,usual,frequent
loglan	pifno	{nurpifsiukra}, {nurpio}, {pifgoi}, {pifkao}, {pifkuo}, {pifnoa}, {pifsilsoa}, {pifsocli}, {piftakma}, {piostu}\n⬅ 2/3E often | 4/6C ping fan | 2/6G haeufig | 2/8R mnoga raz	«customarily»/«often»/«usually»/«commonly», frequently.	C-Prim	av	pif,pio	customarily,often,usually,commonly
loglan	pifno	{nurpifsiukra}, {nurpio}, {pifgoi}, {pifkao}, {pifkuo}, {pifnoa}, {pifsilsoa}, {pifsocli}, {piftakma}, {piostu}\n⬅ 2/3E often | 4/6C ping fan | 2/6G haeufig | 2/8R mnoga raz	a «recurrence», a spec. frequent event.	C-Prim	n	pif,pio	recurrence
loglan	pifno	{nurpifsiukra}, {nurpio}, {pifgoi}, {pifkao}, {pifkuo}, {pifnoa}, {pifsilsoa}, {pifsocli}, {piftakma}, {piostu}\n⬅ 2/3E often | 4/6C ping fan | 2/6G haeufig | 2/8R mnoga raz	«recur», happen more frequently than ....	C-Prim	v	pif,pio	recur
loglan	po pifno		a «recurrence», a state of -ing.		n		recurrence
loglan	pu pifno		a «frequency», a property of being frequent.		n		frequency
loglan	pifnoa	⬅ pif(no)+no(rm)a	C is a/the «mode», most frequent value of distribution F.	2-Cpx	2n		mode
loglan	pifnoa	⬅ pif(no)+no(rm)a	«modal», pert. to modes.	2-Cpx	a		modal
loglan	pifsilsoa	⬅ pif(no)+sil(tu)+so(nd)a	B is «shrill».	3-Cpx	1a		shrill
loglan	pifsocli	⬅ pif(no)+socli	K closely «associate»/«interact» with K.	2-Cpx	2v		associate,interact
loglan	pifsocli	⬅ pif(no)+socli	a «crony»/«associate» of ....	2-Cpx	n		crony,associate
loglan	po pifsocli		a close «association»/«interaction» of ..., spec. instance.		n		association,interaction
loglan	piftakma	⬅ pif(no)+takma	K «harry» D for reason/goal P.	2-Cpx	3v		harry
loglan	piftakma	⬅ pif(no)+takma	«harrier» (of ...), one who -ies.	2-Cpx	n		harrier
loglan	pikti	⬅ Int.	B is a «trillionth»(US)/«billionth»(UK) part of F, (10E 12) international prefix.	I-Prim	2n	pik	trillionth,billionth
loglan	pilblo	⬅ pil(no)+blo(da)	V is a «slap»/«smack»/«blow» made with an open hand or flat object.	2-Cpx	1n		slap,smack,blow
loglan	pilfitpi	⬅ pil(no)+fitpi	B is a «fin»/«flipper» of creature F.	2-Cpx	2n		fin,flipper
loglan	pilfoa	⬅ pil(no)+fo(rm)a	B is a «sheet» of F, a planar form of ....	2-Cpx	2n		sheet
loglan	pilklurie	⬅ pil(no)+ku/(t)l(a)+(t)ri(m)e	B is a «plane», a smoothing tool.	3-Cpx	1n		plane
loglan	pilkoe	⬅ pil(no)+ko(rc)e	B is a «ribbon»/«tape»/«belt», a flat cordlike object.	2-Cpx	1n		ribbon,tape,belt
loglan	pilno	{curpilkoe}, {norpilno}, {pilblo}, {pilfitpi}, {pilfoa}, {pilklurie}, {pilkoe}, {pilsni}, {sucypilno}, {tolpilno}, {totpilno}\n⬅ 3/4E plane | 3/4S plan a | 3/4G plan | 2/3C ping | 3/5R plosk ii	B is a «plane» (surface) through points C.	C-Prim	2n	pil	plane
loglan	pilno	{curpilkoe}, {norpilno}, {pilblo}, {pilfitpi}, {pilfoa}, {pilklurie}, {pilkoe}, {pilsni}, {sucypilno}, {tolpilno}, {totpilno}\n⬅ 3/4E plane | 3/4S plan a | 3/4G plan | 2/3C ping | 3/5R plosk ii	«level»/«flat»/«even», flat, as of a plane.	C-Prim	a	pil	level,flat,even
loglan	pu pilno		a «flatness»/«evenness», a property of flatness.		n		flatness,evenness
loglan	pilsni	⬅ pil(no)+sni(re)	G is more nearly «flat»/«flatter» than J is/a plane surface than ....	2-Cpx	2a		flat,flatter
loglan	pu pilsni		a «flatness», a spec. property.		n		flatness
loglan	pinca	{dralypinca}, {picgodru}, {picpro}, {picveo}, {picyketli}, {picypatpe}\n⬅ 2/2E pee | 2/3C shao | 2/3R pis at | 2/3F pis er | 2/3G piss en | 3/5H pesh | 2/4S urin ar	B is a quantity of «urine» produced by S.	C-Prim	2n	pic	urine
loglan	lo pinca		«urine», mass term.		n		urine
loglan	pinda	{klopinda}, {pidyduo}\n⬅ 3/3J pin | 2/3E pin | 2/5H alpin	B is a «pin», a pointed fastener used for fabrics.	C-Prim	1n	pid	pin
loglan	pinduo	⬅ pin(ti)+du(rz)o	K «paint» D color B.	2-Cpx	3v		paint
loglan	pinduo	⬅ pin(ti)+du(rz)o	a «painter», one who paints, e.g. a house.	2-Cpx	n		painter
loglan	nu pinduo		«painted», conv. of paint.		a		painted
loglan	po pinduo		a «painting», a spec. act.		n		painting
loglan	pine	⬅ pi+ne	a «tenth»/«ten-percent»/point one of ..., a quantifying oper.	Cpd	a		tenth,ten-percent
loglan	pine	⬅ pi+ne	«one tenth», the number, in math. exps.	Cpd	ms		one tenth
loglan	pingu	{mairpingu}\n⬅ 3/3F pine | 4/5S pinga | 3/5E penis | 3/5C yang wu | 3/6H lingam | 2/5R penis | 2/5G penis	B is the «penis»/«prick»/«cock» of F.	C-Prim	2n		penis,prick,cock
loglan	pinhipedi	⬅ ISV	B is a «pinniped» of type/genus F, the order of seals, walrus etc.	Bor.	2n		pinniped
loglan	pinine	⬅ pi+ni+ne	one «one-hundredth»/one-percent/point-zero one of, a quantifier.	Cpd	a		one-hundredth
loglan	pinine	⬅ pi+ni+ne	one «one hundredth», in math. exps.	Cpd	ms		one hundredth
loglan	pinkremra	⬅ pin(ti)+kre(ni)+ma/r(ka)	B is a «stripe» of S on D.	3-Cpx	3n		stripe
loglan	lao Pinnipedia		the «Pinnipedia», the order of seals, walruses etc.		na		Pinnipedia
loglan	pinrou	⬅ pin(ti)+(b)ro(c)u	K is a «paintbrush» for P, tool for painting.	2-Cpx	2n		paintbrush
loglan	pinsi	⬅ 4/5H pensil | 3/5E pencil | 3/5S lapiz | 3/7C chien bi | 3/7J empitsu	B is a «pencil», instrument for writing.	C-Prim	1n		pencil
loglan	pintcu	⬅ pin(ti)+tcu(re)	B is a «painting»/«portrait» of S.	2-Cpx	2n		painting,portrait
loglan	pintcumao	⬅ pin(ti)+tcu(re)+ma(dz)o	K is the «painter» of painting P.	3-Cpx	2n		painter
loglan	pintcumao	⬅ pin(ti)+tcu(re)+ma(dz)o	«paint», paint ..., a painting.	3-Cpx	vt		paint
loglan	po pintcumao		a «painting», a spec. act.		n		painting
loglan	pinti	{cutpinti}, {mekherpinti}, {pinduo}, {pinkremra}, {pinrou}, {pintcu}, {pintcumao}, {zlupypinti}\n⬅ 4/4S pint ar | 3/4E paint | 3/5C yu chi | 3/5J penki | 3/7G anstrich	B is a quantity of «paint».	C-Prim	1n	pin	paint
loglan	pio	⬅ pi(fn)o	«plus»/«and» (+), sign of addition.	LW	ms		plus,and
loglan	piorheai	⬅ ISV	D suffer from «pyorrhea», a gum disease.	Bor.	1n		pyorrhea
loglan	po piorheai		an inst. of «pyorrhea».		n		pyorrhea
loglan	piostu	⬅ pi(fn)o+stu(ci)	B is a «legend»/«myth», an often told story among peoples/cultures S.	2-Cpx	2n		legend,myth
loglan	pipcea	⬅ pip(lo)+ce(nj)a	F is «peopled»/«populated» with B.	2-Cpx	2v		peopled,populated
loglan	pipgaikri	⬅ pip(lo)+ga(rn)i+kri(do)	B is a «democrat».	3-Cpx	1n		democrat
loglan	pipgarsio	⬅ pip(lo)+gar(ni)+si(st)o	N is a «democracy».	3-Cpx	1n		democracy
loglan	piplo	{hisypipstu}, {lidpipstu}, {majpipstu}, {pipcea}, {pipgaikri}, {pipgarsio}, {pipstu}\n⬅ Int?	B are «people»/«populace» of place/land/country S.	I-Prim	2n	pip	people,populace
loglan	pipstu	⬅ pip(lo)+stu(ci)	B is a «folk tale»/«folk story» about ... told by/among people S.	2-Cpx	2n		folk tale,folk story
loglan	pira	⬅ pi+ra	«all»/«one-hundred percent» of some individual or whole, a quantifier.	Cpd	a		all,one-hundred percent
loglan	pire	⬅ pi+re	«most»/«half-or more» of some individual or whole, a quantifier.	Cpd	a		most,half-or more
loglan	pire	⬅ pi+re	«more-than half» of ..., of individuals/wholesp.	Cpd	a		more-than half
loglan	pirhiti	⬅ ISV	B is some «pyrite»/«fool»'s gold from S, an iron sulfide.	Bor.	2n		pyrite,fool
loglan	pirhiti	⬅ ISV	«pyritic», like pyrite.	Bor.	a		pyritic
loglan	piri	⬅ pi+ri	a «little»/«small part» of some individual or whole, a quantifier.	Cpd	a		little,small part
loglan	pirle	{nerpie}, {pieklu}\n⬅ 4/7E parallel | 4/7R parallel | 4/7S paralel o | 4/7F parallele | 4/7G parallel	B is «parallel»/is «parallel» to B.	C-Prim	2v	pie,pir	parallel,parallel
loglan	pirle	{nerpie}, {pieklu}\n⬅ 4/7E parallel | 4/7R parallel | 4/7S paralel o | 4/7F parallele | 4/7G parallel	«parallel», of that which is parallel to ....	C-Prim	a	pie,pir	parallel
loglan	pu pirle		a «parallelism», a spec. property.		n		parallelism
loglan	pirmidi	⬅ ISV	B is a «pyramid» of base/side C and height C.	Bor.	3n		pyramid
loglan	piro	⬅ pi+ro	«much»/a «large part» of some individual or whole, a quantifier.	Cpd	a		much,large part
loglan	piru	⬅ pi+ru	«enough»/a «sufficient fraction» of some indiv'l or whole, quantif'r.	Cpd	a		enough,sufficient fraction
loglan	pisa	⬅ pi+sa	«almost all» of some individual or whole, a quantifying operator.	Cpd	a		almost all
loglan	pisflo	⬅ pis(mi)+fo/l(ma)	G is more «peaceful»/«pacific» than J.	2-Cpx	2a		peaceful,pacific
loglan	lopu pisflo		«peacefulness», mass prop.		n		peacefulness
loglan	pisi	⬅ pi+si	«some»/very «little»/«at most» a tenth of ..., an individual or whole.	Cpd	a		some,little,at most
loglan	piskri	⬅ pis(mi)+kri(do)	G is more «pacifistic» than J.	2-Cpx	2a		pacifistic
loglan	piskri	⬅ pis(mi)+kri(do)	«pacifistic», of persons.	2-Cpx	a		pacifistic
loglan	piskri	⬅ pis(mi)+kri(do)	a «pacifist» (peace believer).	2-Cpx	n		pacifist
loglan	pisku	{cmapiu}, {cmapiucea}, {hompiu}, {kurjaopiu}, {lagpiu}, {lanpiu}, {mimpiu}, {minpiu}, {piurmao}, {piutcu}, {prepiu}, {rofpiu}, {rorpiu}, {torpiucea}, {vidpiu}\n⬅ 3/3E piece | 3/5R piesa | 3/5S pieza | 2/4C kuai	B is a «piece»/«portion»/«lump»/«pane» of F, a substance.	C-Prim	2n	piu	piece,portion,lump,pane
loglan	pismi	{pisflo}, {piskri}, {pisykrisio}\n⬅ 3/3E peace | 2/3R mir | 2/3S paz | 2/7C tai peng	B is at «peace with» B/«pacific» ....	C-Prim	2a	pis	peace with,pacific
loglan	po pismi		a «peace», a spec. state/condition.		n		peace
loglan	pista	⬅ L. Pistacia vera	B is a «pistachio» nut from S.	S-Prim	2n		pistachio
loglan	pisu	⬅ pi+su	«some»/a «little»/«at least» a tenth of ..., an individual or whole.	Cpd	a		some,little,at least
loglan	pisykrisio	⬅ pis(mi)+y+kri(do)+si(st)o	B is an instance of «pacifism».	3-Cpx	1n		pacifism
loglan	pisykrisio	⬅ pis(mi)+y+kri(do)+si(st)o	«pacifistic», of creeds.	3-Cpx	a		pacifistic
loglan	lo pisykrisio		«pacifism», general term.		n		pacifism
loglan	pitbi	⬅ ISV	F is 2E50 fold «quantity» of B (ISV pebi).	I-Prim	2n	pib	quantity
loglan	pitgo	⬅ ISV	F is a 10E15 fold «quantity» of B (international prefix tera).	I-Prim	2n	pit	quantity
loglan	lao Pithecanthopus		a «Pithecanthropus», an extinct man ape the order of seals, walruses etc.		na		Pithecanthropus
loglan	pitheci	⬅ ISV	B is a «pithecoid», an ape like creature of type/genus F from S.	Bor.	3n		pithecoid
loglan	pitheci	⬅ ISV	«pithecoid», pert. to -s.	Bor.	a		pithecoid
loglan	pito	⬅ pi+to	«one-fifth»/«twenty-percent»/«point two» of ..., a quantifying op.	Cpd	a		one-fifth,twenty-percent,point two
loglan	pito	⬅ pi+to	«one fifth», the number, in math. exps.	Cpd	ms		one fifth
loglan	pitofe	⬅ pi+to+fe	«one-quarter»/twenty-five-percent/«point-two five» of, a quantifier.	Cpd	a		one-quarter,point-two five
loglan	pitofe	⬅ pi+to+fe	«one fourth», in math. expressions.	Cpd	ms		one fourth
loglan	pitsa	⬅ Ital. pizza	B is a piece of «pizza» with toppings F.	N-Prim	2n		pizza
